# 2018-06-28 12:56:44.060000 : Beginning an experiment with subject number 124
# 2018-06-28 12:57:18.644000 : First practice screen shown at time 36544
# 2018-06-28 12:57:34.931000 : Touch tracking instructions at time 52831
# 2018-06-28 12:58:54.551000 : Second practice trial at time 132452
# 2018-06-28 12:59:26.209000 : Third practice trial at time 164109
# 2018-06-28 13:00:26.474000> starting trial 0 with item-cond 21-a
# 2018-06-28 13:00:29.421000> starting sentence audio 0 with item-cond 21-a
# 2018-06-28 13:00:29.431000 : Third practice trial at time 227331
"Mouse_RT","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","context_begins","coordinates","correct","correct_OpeningSplashScreen","count_Abisu","count_BlankScreen","count_ContextScreen","count_Delay","count_ExperimentalTrialLoop","count_FirstScreen","count_FlashPuck","count_FlashPuck_1","count_Instruction01","count_KaoGuahaKuestionMu","count_OpeningSplashScreen","count_Practice","count_PracticeScreenIntro","count_PracticeScreenTracking","count_PracticeTrialSequence","count_SecondTrack","count_SetGlobals","count_Thanks","count_ThirdTrack","count_TouchTrack","count_TrialSequence","count_Welcome","count_experiment","count_logger","current_cond","current_item","cursor_roi","cursor_x","cursor_y","custom_cursor","datetime","delay_Delay","description","disable_garbage_collection","empty_column","enable_escape","experiment_file","experiment_path","fList","first_loop","flush","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","item","itemno","keyboard_backend","live_row","live_row_ExperimentalTrialLoop","live_row_Practice","logfile","mouse_backend","opensesame_codename","opensesame_version","osf_id","pic_response","play_count","position","puck","pygame_doublebuf","pygame_hwsurface","pygame_window_frame","pygame_window_pos","repeat_cycle","response","response_OpeningSplashScreen","response_Thanks","response_time","response_time_OpeningSplashScreen","response_time_Thanks","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","soundfile","start","subject_nr","subject_parity","synth_backend","tTrajectory","time_Abisu","time_BlankScreen","time_ContextScreen","time_Delay","time_ExperimentalTrialLoop","time_FirstScreen","time_FlashPuck","time_FlashPuck_1","time_Instruction01","time_KaoGuahaKuestionMu","time_OpeningSplashScreen","time_Practice","time_PracticeScreenIntro","time_PracticeScreenTracking","time_PracticeTrialSequence","time_SecondTrack","time_SetGlobals","time_Thanks","time_ThirdTrack","time_TouchTrack","time_TrialSequence","time_Welcome","time_experiment","time_logger","title","total_correct","total_response_time","total_responses","transparent_variables","trial_begins","uniform_coordinates","width","xTrajectory","yTrajectory"
"14015","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","224554","relative","undefined","undefined","0","0","0","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","a","21","undefined","931","734","yes","06/28/18 12:56:42","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab1/Desktop/Final","[227315, 227321, 227548, 227782, 228027, 228271, 228511, 228755, 228970, 229185, 229401, 229616, 229839, 230075, 230315, 230549, 230793, 231032, 231247, 231462, 231678, 231894, 232114, 232350, 232586, 232820, 233067, 233307, 233526, 233745, 233964, 234184, 234414, 234654, 234894, 235141, 235386, 235603, 235825, 236050, 236275, 236509, 236766, 237022, 237275, 237528, 237754, 237980, 238202, 238426, 238661, 238911, 239161, 239415, 239634, 239857, 240075, 240297, 240535, 240794, 241059, 241328]","0","NA","no","serif","no","18","no","white","no","no","1080","21","21","legacy","0","0","0","C:/Users/z.lab1/Desktop/Final/subject-124.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","left","0","(85, 482)","star","yes","no","no","0,0","0","1","1","NA","16529","16529","NA","2","legacy","1024","2","44100","-16","NA","experiment","124","even","droid","[8738.0, 8962.0, 9197.0, 9453.0, 9710.0, 9962.0, 10215.0, 10442.0, 10668.0]","188825","223375","224375","NA","222883","NA","NA","NA","NA","NA","2409","35968","36539","52812","36539","132239","2390","NA","163894","227310","223371","18941","2389","241542","BTA (Zapotec RC script)","0","0","0","no","227315","no","1920","[873, 758, 627, 435, 277, 151, 101, 90, 84]","[861, 728, 595, 405, 230, 118, 82, 71, 67]"
# 2018-06-28 13:00:45.091000> starting trial 1 with item-cond 23-c
# 2018-06-28 13:00:48.462000> starting sentence audio 1 with item-cond 23-c
# 2018-06-28 13:00:48.471000 : Third practice trial at time 246371
"17283","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","243000","relative","undefined","undefined","0","1","1","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","1","1","0","0","1","c","23","undefined","931","734","yes","06/28/18 12:56:42","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab1/Desktop/Final","[246356, 246362, 246582, 246797, 247027, 247265, 247498, 247737, 247960, 248170, 248379, 248586, 248793, 249006, 249241, 249472, 249711, 249949, 250173, 250379, 250585, 250790, 250996, 251207, 251442, 251671, 251900, 252132, 252368, 252574, 252782, 252988, 253195, 253408, 253646, 253881, 254113, 254352, 254565, 254772, 254978, 255186, 255396, 255634, 255871, 256110, 256355, 256579, 256792, 257005, 257218, 257430, 257666, 257898, 258136, 258384, 258603, 258818, 259036, 259250, 259472, 259722, 259971, 260219, 260475, 260689, 260907, 261122, 261331, 261553, 261799, 262039, 262284, 262501, 262716, 262933, 263152, 263382, 263636]","0","NA","no","serif","no","18","no","white","no","no","1080","23","23","legacy","1","1","0","C:/Users/z.lab1/Desktop/Final/subject-124.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1815, 477)","leaf","yes","no","no","0,0","0","1","1","NA","16529","16529","NA","2","legacy","1024","2","44100","-16","NA","experiment","124","even","droid","[12683.0, 12896.0, 13118.0, 13368.0, 13618.0, 13867.0, 14122.0, 14335.0]","188825","241992","242992","NA","222883","NA","NA","NA","NA","NA","2409","35968","36539","52812","36539","132239","2390","NA","163894","246351","241992","18941","2389","263872","BTA (Zapotec RC script)","0","0","0","no","246356","no","1920","[1214, 1399, 1552, 1658, 1751, 1803, 1819, 1825]","[729, 529, 353, 235, 149, 101, 89, 86]"
# 2018-06-28 13:01:07.524000> starting trial 2 with item-cond 16-d
# 2018-06-28 13:01:10.471000> starting sentence audio 2 with item-cond 16-d
# 2018-06-28 13:01:10.481000 : Third practice trial at time 268381
"12875","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","265435","relative","undefined","undefined","0","2","2","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","2","2","0","0","2","d","16","undefined","931","734","yes","06/28/18 12:56:42","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab1/Desktop/Final","[268366, 268371, 268605, 268830, 269052, 269284, 269544, 269802, 270059, 270319, 270581, 270813, 271045, 271276, 271515, 271766, 272029, 272286, 272551, 272780, 273007, 273236, 273463, 273705, 273966, 274232, 274487, 274756, 274986, 275215, 275444, 275673, 275923, 276185, 276454, 276727, 276969, 277202, 277438, 277675, 277930, 278203, 278470, 278743, 279001, 279236, 279468, 279700, 279942, 280212, 280480, 280755, 281000, 281239]","0","NA","no","serif","no","18","no","white","no","no","1080","16","16","legacy","2","2","0","C:/Users/z.lab1/Desktop/Final/subject-124.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1821, 449)","flower","yes","no","no","0,0","0","1","1","NA","16529","16529","NA","2","legacy","1024","2","44100","-16","NA","experiment","124","even","droid","[8365.0, 8605.0, 8839.0, 9075.0, 9311.0, 9567.0, 9840.0, 10106.0, 10379.0]","188825","264425","265425","NA","222883","NA","NA","NA","NA","NA","2409","35968","36539","52812","36539","132239","2390","NA","163894","268361","264424","18941","2389","281462","BTA (Zapotec RC script)","0","0","0","no","268366","no","1920","[1146, 1261, 1324, 1372, 1551, 1696, 1768, 1810, 1827]","[856, 758, 710, 663, 495, 284, 159, 88, 64]"
# 2018-06-28 13:01:25.096000> starting trial 3 with item-cond 22-b
# 2018-06-28 13:01:29.701000> starting sentence audio 3 with item-cond 22-b
# 2018-06-28 13:01:29.711000 : Third practice trial at time 287611
"12389","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","283005","relative","undefined","undefined","0","3","3","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","3","3","0","0","3","b","22","undefined","931","734","yes","06/28/18 12:56:42","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab1/Desktop/Final","[287596, 287601, 287828, 288044, 288260, 288476, 288705, 288952, 289197, 289438, 289692, 289929, 290146, 290361, 290577, 290796, 291023, 291257, 291501, 291745, 291991, 292231, 292452, 292673, 292894, 293115, 293341, 293579, 293827, 294069, 294322, 294558, 294776, 294994, 295211, 295428, 295654, 295901, 296156, 296415, 296665, 296891, 297117, 297344, 297566, 297813, 298071, 298328, 298587, 298815, 299036, 299257, 299483, 299724, 299982]","0","NA","no","serif","no","18","no","white","no","no","1080","22","22","legacy","3","3","0","C:/Users/z.lab1/Desktop/Final/subject-124.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1793, 445)","tortilla","yes","no","no","0,0","0","1","1","NA","16529","16529","NA","2","legacy","1024","2","44100","-16","NA","experiment","124","even","droid","[8821.0, 9071.0, 9297.0, 9524.0, 9751.0, 9973.0, 10219.0]","188825","281997","282997","NA","222883","NA","NA","NA","NA","NA","2409","35968","36539","52812","36539","132239","2390","NA","163894","287591","281996","18941","2389","300221","BTA (Zapotec RC script)","0","0","0","no","287596","no","1920","[1231, 1420, 1549, 1671, 1773, 1816, 1834]","[755, 568, 419, 264, 142, 97, 78]"
# 2018-06-28 13:01:43.872000> starting trial 4 with item-cond 17-e
# 2018-06-28 13:01:47.881000> starting sentence audio 4 with item-cond 17-e
# 2018-06-28 13:01:47.897000 : Third practice trial at time 305797
"11508","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","301781","relative","undefined","undefined","0","4","4","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","4","4","0","0","4","e","17","undefined","931","734","yes","06/28/18 12:56:42","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab1/Desktop/Final","[305775, 305781, 306040, 306253, 306465, 306679, 306894, 307131, 307373, 307610, 307845, 308093, 308306, 308519, 308733, 308947, 309165, 309399, 309635, 309870, 310113, 310348, 310562, 310775, 310989, 311202, 311431, 311677, 311927, 312167, 312416, 312631, 312845, 313063, 313281, 313506, 313746, 313992, 314241, 314494, 314716, 314940, 315161, 315380, 315614, 315870, 316124, 316384, 316608, 316830, 317052, 317281]","0","NA","no","serif","no","18","no","white","no","no","1080","17","17","legacy","4","4","0","C:/Users/z.lab1/Desktop/Final/subject-124.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1811, 510)","star","yes","no","no","0,0","0","1","1","NA","16529","16529","NA","2","legacy","1024","2","44100","-16","NA","experiment","124","even","droid","[8468.0, 8722.0, 8944.0, 9167.0, 9389.0, 9608.0, 9842.0]","188825","300772","301773","NA","222883","NA","NA","NA","NA","NA","2409","35968","36539","52812","36539","132239","2390","NA","163894","305770","300772","18941","2389","317502","BTA (Zapotec RC script)","0","0","0","no","305775","no","1920","[1158, 1366, 1520, 1665, 1785, 1827, 1840]","[724, 506, 350, 218, 117, 87, 82]"
# 2018-06-28 13:02:01.270000> starting trial 5 with item-cond 4-h
# 2018-06-28 13:02:04.041000> starting sentence audio 5 with item-cond 4-h
# 2018-06-28 13:02:04.052000 : Third practice trial at time 321952
"11509","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","319179","relative","undefined","undefined","0","5","5","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","5","5","0","0","5","h","4","undefined","931","734","yes","06/28/18 12:56:42","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab1/Desktop/Final","[321935, 321941, 322167, 322382, 322591, 322801, 323022, 323261, 323493, 323728, 323963, 324197, 324409, 324620, 324830, 325039, 325256, 325492, 325719, 325952, 326190, 326426, 326638, 326849, 327059, 327270, 327486, 327719, 327950, 328182, 328416, 328653, 328868, 329081, 329291, 329502, 329720, 329959, 330198, 330446, 330704, 330920, 331138, 331354, 331571, 331801, 332043, 332290, 332549, 332778, 332996, 333216, 333441]","0","NA","no","serif","no","18","no","white","no","no","1080","4","4","legacy","5","5","0","C:/Users/z.lab1/Desktop/Final/subject-124.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1784, 497)","flower","yes","no","no","0,0","0","1","1","NA","16529","16529","NA","2","legacy","1024","2","44100","-16","NA","experiment","124","even","droid","[8515.0, 8771.0, 8987.0, 9205.0, 9421.0, 9639.0]","188825","318171","319171","NA","222883","NA","NA","NA","NA","NA","2409","35968","36539","52812","36539","132239","2390","NA","163894","321930","318170","18941","2389","333660","BTA (Zapotec RC script)","0","0","0","no","321935","no","1920","[1228, 1482, 1641, 1760, 1809, 1837]","[693, 492, 310, 144, 111, 81]"
# 2018-06-28 13:02:17.361000> starting trial 6 with item-cond 2-f
# 2018-06-28 13:02:19.802000> starting sentence audio 6 with item-cond 2-f
# 2018-06-28 13:02:19.811000 : Third practice trial at time 337712
"15266","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","335270","relative","undefined","undefined","0","6","6","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","6","6","0","0","6","f","2","undefined","931","734","yes","06/28/18 12:56:42","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab1/Desktop/Final","[337697, 337702, 337923, 338132, 338343, 338552, 338786, 339031, 339270, 339506, 339749, 339963, 340177, 340391, 340603, 340823, 341068, 341312, 341557, 341801, 342036, 342255, 342474, 342693, 342911, 343146, 343385, 343626, 343871, 344103, 344323, 344539, 344754, 344973, 345216, 345460, 345706, 345952, 346183, 346403, 346622, 346840, 347056, 347294, 347537, 347784, 348031, 348273, 348492, 348717, 348941, 349163, 349417, 349668, 349915, 350174, 350407, 350626, 350844, 351063, 351296, 351550, 351802, 352060, 352286, 352511, 352736, 352961]","0","NA","no","serif","no","18","no","white","no","no","1080","2","2","legacy","6","6","0","C:/Users/z.lab1/Desktop/Final/subject-124.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","left","0","(90, 482)","tortilla","yes","no","no","0,0","0","1","1","NA","16529","16529","NA","2","legacy","1024","2","44100","-16","NA","experiment","124","even","droid","[11022.0, 11246.0, 11469.0, 11722.0, 11973.0, 12221.0, 12479.0, 12712.0]","188825","334261","335261","NA","222883","NA","NA","NA","NA","NA","2409","35968","36539","52812","36539","132239","2390","NA","163894","337692","334260","18941","2389","353183","BTA (Zapotec RC script)","0","0","0","no","337697","no","1920","[861, 793, 707, 559, 352, 166, 88, 70]","[856, 787, 705, 561, 358, 148, 68, 52]"
# 2018-06-28 13:02:36.863000> starting trial 7 with item-cond 15-c
# 2018-06-28 13:02:40.101000> starting sentence audio 7 with item-cond 15-c
# 2018-06-28 13:02:40.112000 : Third practice trial at time 358013
"12001","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","354774","relative","undefined","undefined","0","7","7","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","7","7","0","0","7","c","15","undefined","931","734","yes","06/28/18 12:56:42","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab1/Desktop/Final","[357995, 358001, 358251, 358493, 358740, 358983, 359241, 359465, 359686, 359909, 360134, 360367, 360618, 360865, 361112, 361375, 361606, 361832, 362057, 362282, 362512, 362763, 363007, 363250, 363504, 363735, 363961, 364186, 364413, 364642, 364887, 365138, 365390, 365645, 365867, 366090, 366316, 366544, 366786, 367040, 367305, 367568, 367819, 368051, 368278, 368504, 368741, 368995, 369251, 369526, 369760, 369994]","0","NA","no","serif","no","18","no","white","no","no","1080","15","15","legacy","7","7","0","C:/Users/z.lab1/Desktop/Final/subject-124.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1813, 503)","leaf","yes","no","no","0,0","0","1","1","NA","16529","16529","NA","2","legacy","1024","2","44100","-16","NA","experiment","124","even","droid","[8552.0, 8793.0, 9048.0, 9313.0, 9575.0, 9826.0, 10058.0]","188825","353764","354764","NA","222883","NA","NA","NA","NA","NA","2409","35968","36539","52812","36539","132239","2390","NA","163894","357990","353763","18941","2389","370216","BTA (Zapotec RC script)","0","0","0","no","357995","no","1920","[1120, 1295, 1494, 1696, 1799, 1837, 1843]","[804, 635, 441, 207, 92, 63, 64]"
# 2018-06-28 13:03:01.893000> starting trial 8 with item-cond 9-e
# 2018-06-28 13:03:04.532000> starting sentence audio 8 with item-cond 9-e
# 2018-06-28 13:03:04.542000 : Third practice trial at time 382443
