# 2018-06-29 07:56:11.395000 : Beginning an experiment with subject number 133
# 2018-06-29 07:57:09.961000 : First practice screen shown at time 60864
# 2018-06-29 07:57:26.268000 : Touch tracking instructions at time 77170
# 2018-06-29 07:58:29.943000 : Second practice trial at time 140846
# 2018-06-29 07:58:49.575000 : Third practice trial at time 160478
# 2018-06-29 08:00:02.502000> starting trial 0 with item-cond 17-f
# 2018-06-29 08:00:06.518000> starting sentence audio 0 with item-cond 17-f
# 2018-06-29 08:00:06.529000 : Third practice trial at time 237432
"Mouse_RT","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","context_begins","coordinates","correct","correct_OpeningSplashScreen","count_Abisu","count_BlankScreen","count_ContextScreen","count_Delay","count_ExperimentalTrialLoop","count_FirstScreen","count_FlashPuck","count_FlashPuck_1","count_Instruction01","count_KaoGuahaKuestionMu","count_OpeningSplashScreen","count_Practice","count_PracticeScreenIntro","count_PracticeScreenTracking","count_PracticeTrialSequence","count_SecondTrack","count_SetGlobals","count_Thanks","count_ThirdTrack","count_TouchTrack","count_TrialSequence","count_Welcome","count_experiment","count_logger","current_cond","current_item","cursor_roi","cursor_x","cursor_y","custom_cursor","datetime","delay_Delay","description","disable_garbage_collection","empty_column","enable_escape","experiment_file","experiment_path","fList","first_loop","flush","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","item","itemno","keyboard_backend","live_row","live_row_ExperimentalTrialLoop","live_row_Practice","logfile","mouse_backend","opensesame_codename","opensesame_version","osf_id","pic_response","play_count","position","puck","pygame_doublebuf","pygame_hwsurface","pygame_window_frame","pygame_window_pos","repeat_cycle","response","response_OpeningSplashScreen","response_Thanks","response_time","response_time_OpeningSplashScreen","response_time_Thanks","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","soundfile","start","subject_nr","subject_parity","synth_backend","tTrajectory","time_Abisu","time_BlankScreen","time_ContextScreen","time_Delay","time_ExperimentalTrialLoop","time_FirstScreen","time_FlashPuck","time_FlashPuck_1","time_Instruction01","time_KaoGuahaKuestionMu","time_OpeningSplashScreen","time_Practice","time_PracticeScreenIntro","time_PracticeScreenTracking","time_PracticeTrialSequence","time_SecondTrack","time_SetGlobals","time_Thanks","time_ThirdTrack","time_TouchTrack","time_TrialSequence","time_Welcome","time_experiment","time_logger","title","total_correct","total_response_time","total_responses","transparent_variables","trial_begins","uniform_coordinates","width","xTrajectory","yTrajectory"
"12052","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","233424","relative","undefined","undefined","0","0","0","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","f","17","undefined","1637","864","yes","06/29/18 07:56:09","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab1/Desktop/Final","[237415, 237420, 237671, 237918, 238167, 238413, 238664, 238900, 239110, 239320, 239529, 239743, 239977, 240222, 240466, 240719, 240967, 241185, 241403, 241621, 241844, 242091, 242339, 242583, 242827, 243078, 243291, 243503, 243715, 243936, 244184, 244435, 244691, 244939, 245167, 245386, 245605, 245824, 246053, 246304, 246569, 246829, 247089, 247315, 247536, 247758, 247978, 248212, 248471, 248727, 248995, 249239, 249465]","0","NA","no","serif","no","18","no","white","no","no","1080","17","17","legacy","0","0","0","C:/Users/z.lab1/Desktop/Final/subject-133.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1792, 434)","star","yes","no","no","0,0","0","1","1","NA","40251","40251","NA","2","legacy","1024","2","44100","-16","NA","experiment","133","odd","droid","[9157.0, 9416.0, 9676.0, 9902.0, 10124.0]","189025","232405","233405","NA","231830","NA","NA","NA","NA","NA","3019","60309","60859","77130","60859","140598","2999","NA","160212","237410","232404","43275","2998","249681","BTA (Zapotec RC script)","0","0","0","no","237415","no","1920","[1104, 1313, 1590, 1773, 1819]","[750, 529, 255, 105, 94]"
# 2018-06-29 08:00:20.383000> starting trial 1 with item-cond 6-c
# 2018-06-29 08:00:23.007000> starting sentence audio 1 with item-cond 6-c
# 2018-06-29 08:00:23.019000 : Third practice trial at time 253921
"12641","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","251295","relative","undefined","undefined","0","1","1","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","1","1","0","0","1","c","6","undefined","1637","864","yes","06/29/18 07:56:09","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab1/Desktop/Final","[253905, 253910, 254132, 254341, 254550, 254770, 255006, 255241, 255474, 255708, 255943, 256166, 256371, 256575, 256779, 256989, 257219, 257447, 257685, 257924, 258159, 258385, 258594, 258803, 259013, 259227, 259463, 259698, 259933, 260163, 260392, 260612, 260820, 261029, 261237, 261454, 261691, 261933, 262171, 262414, 262653, 262862, 263072, 263285, 263504, 263753, 264011, 264249, 264462, 264675, 264886, 265103, 265327, 265571, 265817, 266067, 266322, 266543]","0","NA","no","serif","no","18","no","white","no","no","1080","6","6","legacy","1","1","0","C:/Users/z.lab1/Desktop/Final/subject-133.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1828, 489)","tortilla","yes","no","no","0,0","0","1","1","NA","40251","40251","NA","2","legacy","1024","2","44100","-16","NA","experiment","133","odd","droid","[9850.0, 10109.0, 10346.0, 10559.0, 10772.0, 10983.0]","189025","250286","251286","NA","231830","NA","NA","NA","NA","NA","3019","60309","60859","77130","60859","140598","2999","NA","160212","253900","250285","43275","2998","266747","BTA (Zapotec RC script)","0","0","0","no","253905","no","1920","[1172, 1342, 1559, 1745, 1825, 1832]","[811, 677, 469, 260, 119, 81]"
# 2018-06-29 08:00:37.390000> starting trial 2 with item-cond 7-d
# 2018-06-29 08:00:39.887000> starting sentence audio 2 with item-cond 7-d
# 2018-06-29 08:00:39.898000 : Third practice trial at time 270801
"15116","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","268308","relative","undefined","undefined","0","2","2","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","2","2","0","0","2","d","7","undefined","1637","864","yes","06/29/18 07:56:09","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab1/Desktop/Final","[270785, 270790, 271009, 271215, 271422, 271628, 271855, 272094, 272334, 272569, 272816, 273050, 273256, 273466, 273678, 273893, 274131, 274374, 274614, 274854, 275095, 275325, 275532, 275739, 275947, 276159, 276390, 276618, 276863, 277109, 277348, 277558, 277765, 277974, 278183, 278426, 278669, 278914, 279165, 279412, 279623, 279834, 280046, 280264, 280503, 280750, 280997, 281241, 281479, 281686, 281894, 282101, 282322, 282570, 282823, 283070, 283323, 283572, 283786, 284002, 284217, 284446, 284695, 284948, 285206, 285459, 285678, 285899]","0","NA","no","serif","no","18","no","white","no","no","1080","7","7","legacy","2","2","0","C:/Users/z.lab1/Desktop/Final/subject-133.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1805, 482)","leaf","yes","no","no","0,0","0","1","1","NA","40251","40251","NA","2","legacy","1024","2","44100","-16","NA","experiment","133","odd","droid","[12040.0, 12287.0, 12540.0, 12792.0, 13003.0, 13219.0, 13434.0]","189025","267293","268293","NA","231830","NA","NA","NA","NA","NA","3019","60309","60859","77130","60859","140598","2999","NA","160212","270780","267292","43275","2998","286104","BTA (Zapotec RC script)","0","0","0","no","270785","no","1920","[1134, 1225, 1419, 1683, 1777, 1812, 1821]","[799, 724, 534, 316, 208, 109, 88]"
# 2018-06-29 08:00:56.811000> starting trial 3 with item-cond 3-h
# 2018-06-29 08:00:59.617000> starting sentence audio 3 with item-cond 3-h
# 2018-06-29 08:00:59.629000 : Third practice trial at time 290531
"11670","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","287722","relative","undefined","undefined","0","3","3","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","3","3","0","0","3","h","3","undefined","1637","864","yes","06/29/18 07:56:09","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab1/Desktop/Final","[290515, 290520, 290752, 290973, 291207, 291450, 291703, 291939, 292187, 292441, 292659, 292877, 293094, 293320, 293566, 293817, 294063, 294319, 294570, 294797, 295014, 295232, 295449, 295688, 295929, 296178, 296430, 296674, 296907, 297126, 297345, 297564, 297797, 298047, 298295, 298554, 298809, 299039, 299261, 299483, 299704, 299946, 300211, 300474, 300738, 300995, 301217, 301439, 301663, 301910, 302183]","0","NA","no","serif","no","18","no","white","no","no","1080","3","3","legacy","3","3","0","C:/Users/z.lab1/Desktop/Final/subject-133.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1813, 450)","leaf","yes","no","no","0,0","0","1","1","NA","40251","40251","NA","2","legacy","1024","2","44100","-16","NA","experiment","133","odd","droid","[8297.0, 8527.0, 8748.0, 8972.0, 9191.0, 9433.0]","189025","286713","287714","NA","231830","NA","NA","NA","NA","NA","3019","60309","60859","77130","60859","140598","2999","NA","160212","290510","286713","43275","2998","302433","BTA (Zapotec RC script)","0","0","0","no","290515","no","1920","[1293, 1489, 1673, 1765, 1809, 1823]","[659, 467, 300, 192, 84, 65]"
# 2018-06-29 08:01:13.124000> starting trial 4 with item-cond 10-g
# 2018-06-29 08:01:17.080000> starting sentence audio 4 with item-cond 10-g
# 2018-06-29 08:01:17.091000 : Third practice trial at time 307994
"11818","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","304036","relative","undefined","undefined","0","4","4","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","4","4","0","0","4","g","10","undefined","1637","864","yes","06/29/18 07:56:09","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab1/Desktop/Final","[307976, 307983, 308211, 308425, 308640, 308856, 309081, 309317, 309564, 309807, 310061, 310306, 310541, 310757, 310972, 311187, 311431, 311678, 311929, 312172, 312417, 312669, 312883, 313098, 313312, 313537, 313783, 314032, 314280, 314526, 314774, 315006, 315223, 315439, 315654, 315896, 316145, 316397, 316653, 316919, 317151, 317375, 317599, 317822, 318069, 318329, 318592, 318859, 319115, 319337, 319564, 319791]","0","NA","no","serif","no","18","no","white","no","no","1080","10","10","legacy","4","4","0","C:/Users/z.lab1/Desktop/Final/subject-133.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1826, 417)","tortilla","yes","no","no","0,0","0","1","1","NA","40251","40251","NA","2","legacy","1024","2","44100","-16","NA","experiment","133","odd","droid","[8945.0, 9177.0, 9401.0, 9626.0, 9848.0]","189025","303027","304027","NA","231830","NA","NA","NA","NA","NA","3019","60309","60859","77130","60859","140598","2999","NA","160212","307971","303026","43275","2998","320026","BTA (Zapotec RC script)","0","0","0","no","307976","no","1920","[1320, 1531, 1735, 1808, 1827]","[637, 395, 226, 97, 82]"
# 2018-06-29 08:01:30.767000> starting trial 5 with item-cond 16-e
# 2018-06-29 08:01:33.708000> starting sentence audio 5 with item-cond 16-e
# 2018-06-29 08:01:33.719000 : Third practice trial at time 324622
