# 2018-06-28 11:09:23.354000 : Beginning an experiment with subject number 119
# 2018-06-28 11:09:53.949000 : First practice screen shown at time 32559
# 2018-06-28 11:10:10.218000 : Touch tracking instructions at time 48829
# 2018-06-28 11:11:10.535000 : Second practice trial at time 109145
# 2018-06-28 11:11:26.533000 : Third practice trial at time 125144
# 2018-06-28 11:12:36.579000> starting trial 0 with item-cond 5-d
# 2018-06-28 11:12:39.195000> starting sentence audio 0 with item-cond 5-d
# 2018-06-28 11:12:39.206000 : Third practice trial at time 197816
"Mouse_RT","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","context_begins","coordinates","correct","correct_OpeningSplashScreen","count_Abisu","count_BlankScreen","count_ContextScreen","count_Delay","count_ExperimentalTrialLoop","count_FirstScreen","count_FlashPuck","count_FlashPuck_1","count_Instruction01","count_KaoGuahaKuestionMu","count_OpeningSplashScreen","count_Practice","count_PracticeScreenIntro","count_PracticeScreenTracking","count_PracticeTrialSequence","count_SecondTrack","count_SetGlobals","count_Thanks","count_ThirdTrack","count_TouchTrack","count_TrialSequence","count_Welcome","count_experiment","count_logger","current_cond","current_item","cursor_roi","cursor_x","cursor_y","custom_cursor","datetime","delay_Delay","description","disable_garbage_collection","empty_column","enable_escape","experiment_file","experiment_path","fList","first_loop","flush","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","item","itemno","keyboard_backend","live_row","live_row_ExperimentalTrialLoop","live_row_Practice","logfile","mouse_backend","opensesame_codename","opensesame_version","osf_id","pic_response","play_count","position","puck","pygame_doublebuf","pygame_hwsurface","pygame_window_frame","pygame_window_pos","repeat_cycle","response","response_OpeningSplashScreen","response_Thanks","response_time","response_time_OpeningSplashScreen","response_time_Thanks","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","soundfile","start","subject_nr","subject_parity","synth_backend","tTrajectory","time_Abisu","time_BlankScreen","time_ContextScreen","time_Delay","time_ExperimentalTrialLoop","time_FirstScreen","time_FlashPuck","time_FlashPuck_1","time_Instruction01","time_KaoGuahaKuestionMu","time_OpeningSplashScreen","time_Practice","time_PracticeScreenIntro","time_PracticeScreenTracking","time_PracticeTrialSequence","time_SecondTrack","time_SetGlobals","time_Thanks","time_ThirdTrack","time_TouchTrack","time_TrialSequence","time_Welcome","time_experiment","time_logger","title","total_correct","total_response_time","total_responses","transparent_variables","trial_begins","uniform_coordinates","width","xTrajectory","yTrajectory"
"17934","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","195199","relative","undefined","undefined","0","0","0","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","d","5","undefined","934","651","yes","06/28/18 11:09:21","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab1/Desktop/Final","[197800, 197806, 198028, 198238, 198444, 198651, 198866, 199089, 199315, 199537, 199767, 199978, 200185, 200392, 200595, 200795, 201017, 201241, 201466, 201689, 201918, 202125, 202332, 202539, 202747, 202958, 203180, 203404, 203627, 203860, 204080, 204288, 204496, 204703, 204913, 205127, 205353, 205584, 205816, 206044, 206252, 206459, 206667, 206873, 207086, 207316, 207543, 207771, 208000, 208208, 208418, 208626, 208839, 209055, 209289, 209525, 209755, 209984, 210191, 210399, 210609, 210817, 211031, 211257, 211487, 211722, 211961, 212170, 212378, 212591, 212806, 213022, 213258, 213498, 213739, 213953, 214163, 214374, 214584, 214794, 215026, 215258, 215495, 215729]","0","NA","no","serif","no","18","no","white","no","no","1080","5","5","legacy","0","0","0","C:/Users/z.lab1/Desktop/Final/subject-119.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1844, 460)","star","yes","no","no","0,0","0","1","1","NA","12593","12593","NA","2","legacy","1024","2","44100","-16","NA","experiment","119","odd","droid","[14163.0, 14373.0, 14582.0, 14794.0, 15009.0, 15224.0, 15460.0]","153561","194190","195190","NA","193713","NA","NA","NA","NA","NA","2411","32033","32555","48825","32554","108933","2392","NA","124934","197795","194190","15009","2391","215932","BTA (Zapotec RC script)","0","0","0","no","197800","no","1920","[1197, 1357, 1507, 1602, 1791, 1829, 1835]","[692, 514, 369, 271, 114, 90, 92]"
# 2018-06-28 11:12:58.819000> starting trial 1 with item-cond 12-c
# 2018-06-28 11:13:03.205000> starting sentence audio 1 with item-cond 12-c
# 2018-06-28 11:13:03.214000 : Third practice trial at time 221824
"18041","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","217437","relative","undefined","undefined","0","1","1","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","1","1","0","0","1","c","12","undefined","934","651","yes","06/28/18 11:09:21","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab1/Desktop/Final","[221810, 221816, 222035, 222249, 222478, 222707, 222936, 223169, 223400, 223614, 223826, 224039, 224251, 224464, 224698, 224929, 225158, 225390, 225620, 225833, 226045, 226257, 226470, 226688, 226921, 227152, 227383, 227615, 227846, 228058, 228267, 228471, 228677, 228887, 229119, 229354, 229589, 229835, 230052, 230266, 230480, 230695, 230922, 231164, 231405, 231643, 231892, 232106, 232318, 232535, 232759, 232987, 233225, 233464, 233695, 233942, 234161, 234377, 234594, 234810, 235035, 235268, 235509, 235739, 235960, 236179, 236397, 236611, 236842, 237087, 237327, 237573, 237800, 238021, 238243, 238460, 238684, 238922, 239160, 239405, 239626, 239846]","0","NA","no","serif","no","18","no","white","no","no","1080","12","12","legacy","1","1","0","C:/Users/z.lab1/Desktop/Final/subject-119.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1817, 521)","flower","yes","no","no","0,0","0","1","1","NA","12593","12593","NA","2","legacy","1024","2","44100","-16","NA","experiment","119","odd","droid","[10952.0, 11179.0, 14153.0, 14372.0, 14590.0, 14804.0, 15035.0]","153561","216430","217430","NA","193713","NA","NA","NA","NA","NA","2411","32033","32555","48825","32554","108933","2392","NA","124934","221805","216429","15009","2391","240053","BTA (Zapotec RC script)","0","0","0","no","221810","no","1920","[1109, 1180, 1478, 1704, 1801, 1831, 1843]","[798, 718, 449, 230, 126, 106, 95]"
# 2018-06-28 11:13:22.978000> starting trial 2 with item-cond 13-d
# 2018-06-28 11:13:26.105000> starting sentence audio 2 with item-cond 13-d
# 2018-06-28 11:13:26.115000 : Third practice trial at time 244725
"20217","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","241594","relative","undefined","undefined","0","2","2","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","2","2","0","0","2","d","13","undefined","934","651","yes","06/28/18 11:09:21","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab1/Desktop/Final","[244710, 244716, 244958, 245206, 245457, 245707, 245965, 246197, 246428, 246658, 246890, 247130, 247380, 247634, 247886, 248141, 248370, 248593, 248816, 249039, 249273, 249521, 249773, 250021, 250279, 250509, 250741, 250973, 251204, 251449, 251699, 251958, 252233, 252482, 252716, 252951, 253187, 253432, 253697, 253961, 254227, 254460, 254696, 254932, 255168, 255424, 255692, 255951, 256212, 256447, 256681, 256915, 257149, 257401, 257665, 257940, 258205, 258441, 258675, 258909, 259144, 259397, 259660, 259931, 260193, 260431, 260668, 260903, 261132, 261391, 261664, 261940, 262206, 262445, 262680, 262915, 263152, 263416, 263682, 263945, 264209, 264444, 264682, 264923]","0","NA","no","serif","no","18","no","white","no","no","1080","13","13","legacy","2","2","0","C:/Users/z.lab1/Desktop/Final/subject-119.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","left","0","(100, 433)","star","yes","no","no","0,0","0","1","1","NA","12593","12593","NA","2","legacy","1024","2","44100","-16","NA","experiment","119","odd","droid","[7525.0, 7774.0, 8008.0, 8243.0, 15223.0, 15485.0, 17233.0, 18974.0]","153561","240589","241589","NA","193713","NA","NA","NA","NA","NA","2411","32033","32555","48825","32554","108933","2392","NA","124934","244705","240588","15009","2391","265151","BTA (Zapotec RC script)","0","0","0","no","244710","no","1920","[742, 502, 300, 148, 99, 60, 130, 80]","[749, 492, 278, 120, 102, 67, 132, 90]"
# 2018-06-28 11:13:48.041000> starting trial 3 with item-cond 8-g
# 2018-06-28 11:13:51.255000> starting sentence audio 3 with item-cond 8-g
# 2018-06-28 11:13:51.265000 : Third practice trial at time 269875
"20731","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","266661","relative","undefined","undefined","0","3","3","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","3","3","0","0","3","g","8","undefined","934","651","yes","06/28/18 11:09:21","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab1/Desktop/Final","[269860, 269865, 270078, 270290, 270498, 270708, 270916, 271133, 271334, 271530, 271726, 271921, 272117, 272317, 272526, 272735, 272946, 273154, 273369, 273577, 273772, 273968, 274163, 274359, 274554, 274760, 274968, 275179, 275388, 275600, 275813, 276008, 276204, 276400, 276596, 276792, 277000, 277212, 277426, 277638, 277858, 278056, 278253, 278450, 278649, 278848, 279070, 279289, 279513, 279731, 279963, 280166, 280366, 280565, 280764, 280963, 281195, 281417, 281634, 281858, 282059, 282259, 282457, 282653, 282848, 283064, 283282, 283499, 283725, 283928, 284127, 284327, 284529, 284733, 284950, 285168, 285385, 285611, 285816, 286014, 286213, 286412, 286612, 286823, 287045, 287278, 287508, 287719, 287918, 288113, 288309, 288504, 288698, 288914, 289132, 289350, 289575, 289780, 289980, 290180, 290382, 290589]","0","NA","no","serif","no","18","no","white","no","no","1080","8","8","legacy","3","3","0","C:/Users/z.lab1/Desktop/Final/subject-119.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1819, 493)","flower","yes","no","no","0,0","0","1","1","NA","12593","12593","NA","2","legacy","1024","2","44100","-16","NA","experiment","119","odd","droid","[9212.0, 9432.0, 9655.0, 9874.0, 10106.0]","153561","265651","266652","NA","193713","NA","NA","NA","NA","NA","2411","32033","32555","48825","32554","108933","2392","NA","124934","269855","265651","15009","2391","290791","BTA (Zapotec RC script)","0","0","0","no","269860","no","1920","[1199, 1526, 1773, 1842, 1846]","[667, 338, 129, 84, 86]"
# 2018-06-28 11:14:13.761000> starting trial 4 with item-cond 15-f
# 2018-06-28 11:14:17.004000> starting sentence audio 4 with item-cond 15-f
# 2018-06-28 11:14:17.015000 : Third practice trial at time 295625
