# 2018-07-10 17:50:44.819000 : Beginning an experiment with subject number 301
# 2018-07-10 17:51:41.131000 : First practice screen shown at time 58228
# 2018-07-10 17:51:57.473000 : Touch tracking instructions at time 74570
# 2018-07-10 17:52:52.800000 : Second practice trial at time 129898
# 2018-07-10 17:53:12.359000 : Third practice trial at time 149457
# 2018-07-10 17:54:14.851000> starting trial 0 with item-cond 18-g
# 2018-07-10 17:54:17.667000> starting sentence audio 0 with item-cond 18-g
# 2018-07-10 17:54:17.680000 : Third practice trial at time 214777
"Mouse_RT","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","context_begins","coordinates","correct","correct_OpeningSplashScreen","count_Abisu","count_BlankScreen","count_ContextScreen","count_Delay","count_ExperimentalTrialLoop","count_FirstScreen","count_FlashPuck","count_FlashPuck_1","count_Instruction01","count_KaoGuahaKuestionMu","count_OpeningSplashScreen","count_Practice","count_PracticeScreenIntro","count_PracticeScreenTracking","count_PracticeTrialSequence","count_SecondTrack","count_SetGlobals","count_Thanks","count_ThirdTrack","count_TouchTrack","count_TrialSequence","count_Welcome","count_experiment","count_logger","current_cond","current_item","cursor_roi","cursor_x","cursor_y","custom_cursor","datetime","delay_Delay","description","disable_garbage_collection","empty_column","enable_escape","experiment_file","experiment_path","fList","first_loop","flush","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","item","itemno","keyboard_backend","live_row","live_row_ExperimentalTrialLoop","live_row_Practice","logfile","mouse_backend","opensesame_codename","opensesame_version","osf_id","pic_response","play_count","position","puck","pygame_doublebuf","pygame_hwsurface","pygame_window_frame","pygame_window_pos","repeat_cycle","response","response_OpeningSplashScreen","response_Thanks","response_time","response_time_OpeningSplashScreen","response_time_Thanks","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","soundfile","start","subject_nr","subject_parity","synth_backend","tTrajectory","time_Abisu","time_BlankScreen","time_ContextScreen","time_Delay","time_ExperimentalTrialLoop","time_FirstScreen","time_FlashPuck","time_FlashPuck_1","time_Instruction01","time_KaoGuahaKuestionMu","time_OpeningSplashScreen","time_Practice","time_PracticeScreenIntro","time_PracticeScreenTracking","time_PracticeTrialSequence","time_SecondTrack","time_SetGlobals","time_Thanks","time_ThirdTrack","time_TouchTrack","time_TrialSequence","time_Welcome","time_experiment","time_logger","title","total_correct","total_response_time","total_responses","transparent_variables","trial_begins","uniform_coordinates","width","xTrajectory","yTrajectory"
"11602","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","212012","relative","undefined","undefined","0","0","0","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","g","18","undefined","1286","752","yes","07/10/18 17:50:42","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab2/Desktop/Final","[214759, 214765, 215029, 215301, 215573, 215825, 216075, 216333, 216593, 216822, 217049, 217278, 217520, 217764, 218010, 218266, 218520, 218769, 218994, 219219, 219444, 219679, 219927, 220187, 220451, 220707, 221013, 221246, 221474, 221703, 222046, 222333, 222605, 222911, 223188, 223425, 223653, 223897, 224215, 224483, 224749, 225028, 225304, 225555, 225800, 226033, 226357]","0","NA","no","serif","no","18","no","white","no","no","1080","18","18","legacy","0","0","0","C:/Users/z.lab2/Desktop/Final/subject-301.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","left","0","(105, 442)","tortilla","yes","no","no","0,0","0","1","1","NA","38220","38220","NA","2","legacy","1024","2","44100","-16","NA","experiment","301","odd","droid","[7849.0, 8154.0, 8432.0, 8669.0, 8896.0, 9142.0, 9459.0, 9727.0, 9993.0, 10272.0]","174825","210949","211949","NA","209965","NA","NA","NA","NA","NA","2442","57692","58223","74483","58223","129672","2417","NA","149146","214754","210948","40667","2416","226613","BTA (Zapotec RC script)","0","0","0","no","214759","no","1920","[750, 525, 410, 322, 258, 183, 126, 112, 106, 104]","[789, 588, 468, 380, 303, 208, 118, 95, 86, 86]"
# 2018-07-10 17:54:31.139000> starting trial 1 with item-cond 14-c
# 2018-07-10 17:54:34.968000> starting sentence audio 1 with item-cond 14-c
# 2018-07-10 17:54:34.978000 : Third practice trial at time 232076
"12194","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","228259","relative","undefined","undefined","0","1","1","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","1","1","0","0","1","c","14","undefined","1286","752","yes","07/10/18 17:50:42","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab2/Desktop/Final","[232059, 232065, 232405, 232676, 232936, 233192, 233462, 233756, 233989, 234223, 234458, 234805, 235065, 235324, 235591, 235930, 236200, 236434, 236668, 236902, 237199, 237474, 237741, 238028, 238296, 238586, 238832, 239065, 239299, 239570, 239829, 240100, 240396, 240666, 240967, 241261, 241528, 241813, 242111, 242381, 242667, 242918, 243157, 243395, 243631, 243904, 244248]","0","NA","no","serif","no","18","no","white","no","no","1080","14","14","legacy","1","1","0","C:/Users/z.lab2/Desktop/Final/subject-301.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1820, 441)","tortilla","yes","no","no","0,0","0","1","1","NA","38220","38220","NA","2","legacy","1024","2","44100","-16","NA","experiment","301","odd","droid","[8611.0, 8913.0, 9204.0, 9471.0, 9756.0, 10055.0, 10324.0, 10611.0]","174825","227237","228237","NA","209965","NA","NA","NA","NA","NA","2442","57692","58223","74483","58223","129672","2417","NA","149146","232054","227235","40667","2416","244527","BTA (Zapotec RC script)","0","0","0","no","232059","no","1920","[1172, 1321, 1461, 1600, 1729, 1804, 1819, 1823]","[778, 619, 460, 317, 191, 123, 103, 106]"
# 2018-07-10 17:54:49.074000> starting trial 2 with item-cond 1-f
# 2018-07-10 17:54:51.478000> starting sentence audio 2 with item-cond 1-f
# 2018-07-10 17:54:51.486000 : Third practice trial at time 248583
"10874","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","246195","relative","undefined","undefined","0","2","2","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","2","2","0","0","2","f","1","undefined","1286","752","yes","07/10/18 17:50:42","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab2/Desktop/Final","[248569, 248575, 248813, 249050, 249311, 249566, 249807, 250065, 250305, 250573, 250801, 251030, 251265, 251584, 251847, 252101, 252368, 252620, 252868, 253109, 253334, 253575, 253818, 254122, 254372, 254631, 254880, 255106, 255332, 255559, 255816, 256070, 256344, 256629, 256939, 257199, 257452, 257790, 258098, 258364, 258633, 258941, 259209, 259439]","0","NA","no","serif","no","18","no","white","no","no","1080","1","1","legacy","2","2","0","C:/Users/z.lab2/Desktop/Final/subject-301.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","left","0","(94, 456)","star","yes","no","no","0,0","0","1","1","NA","38220","38220","NA","2","legacy","1024","2","44100","-16","NA","experiment","301","odd","droid","[8062.0, 8372.0, 8633.0, 8887.0, 9226.0, 9531.0, 9798.0]","174825","245172","246172","NA","209965","NA","NA","NA","NA","NA","2442","57692","58223","74483","58223","129672","2417","NA","149146","248564","245170","40667","2416","259693","BTA (Zapotec RC script)","0","0","0","no","248569","no","1920","[792, 551, 363, 220, 114, 80, 80]","[764, 537, 359, 212, 105, 75, 78]"
# 2018-07-10 17:55:04.199000> starting trial 3 with item-cond 24-e
