# 2018-07-10 11:25:19.184000 : Beginning an experiment with subject number 239
# 2018-07-10 11:27:17.062000 : First practice screen shown at time 120306
# 2018-07-10 11:27:33.457000 : Touch tracking instructions at time 136700
# 2018-07-10 11:28:25.762000 : Second practice trial at time 189006
# 2018-07-10 11:28:57.806000 : Third practice trial at time 221050
# 2018-07-10 11:30:17.910000> starting trial 0 with item-cond 14-e
# 2018-07-10 11:30:21.756000> starting sentence audio 0 with item-cond 14-e
# 2018-07-10 11:30:21.768000 : Third practice trial at time 305012
"Mouse_RT","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","context_begins","coordinates","correct","correct_OpeningSplashScreen","count_Abisu","count_BlankScreen","count_ContextScreen","count_Delay","count_ExperimentalTrialLoop","count_FirstScreen","count_FlashPuck","count_FlashPuck_1","count_Instruction01","count_KaoGuahaKuestionMu","count_OpeningSplashScreen","count_Practice","count_PracticeScreenIntro","count_PracticeScreenTracking","count_PracticeTrialSequence","count_SecondTrack","count_SetGlobals","count_Thanks","count_ThirdTrack","count_TouchTrack","count_TrialSequence","count_Welcome","count_experiment","count_logger","current_cond","current_item","cursor_roi","cursor_x","cursor_y","custom_cursor","datetime","delay_Delay","description","disable_garbage_collection","empty_column","enable_escape","experiment_file","experiment_path","fList","first_loop","flush","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","item","itemno","keyboard_backend","live_row","live_row_ExperimentalTrialLoop","live_row_Practice","logfile","mouse_backend","opensesame_codename","opensesame_version","osf_id","pic_response","play_count","position","puck","pygame_doublebuf","pygame_hwsurface","pygame_window_frame","pygame_window_pos","repeat_cycle","response","response_OpeningSplashScreen","response_Thanks","response_time","response_time_OpeningSplashScreen","response_time_Thanks","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","soundfile","start","subject_nr","subject_parity","synth_backend","tTrajectory","time_Abisu","time_BlankScreen","time_ContextScreen","time_Delay","time_ExperimentalTrialLoop","time_FirstScreen","time_FlashPuck","time_FlashPuck_1","time_Instruction01","time_KaoGuahaKuestionMu","time_OpeningSplashScreen","time_Practice","time_PracticeScreenIntro","time_PracticeScreenTracking","time_PracticeTrialSequence","time_SecondTrack","time_SetGlobals","time_Thanks","time_ThirdTrack","time_TouchTrack","time_TrialSequence","time_Welcome","time_experiment","time_logger","title","total_correct","total_response_time","total_responses","transparent_variables","trial_begins","uniform_coordinates","width","xTrajectory","yTrajectory"
"22446","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","301178","relative","undefined","undefined","0","0","0","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","e","14","undefined","1049","211","yes","07/10/18 11:25:16","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab2/Desktop/Final","[304994, 305000, 305249, 305484, 305722, 305998, 306286, 306569, 306844, 307133, 307371, 307608, 307844, 308128, 308389, 308678, 309024, 309297, 309579, 309826, 310062, 310300, 310575, 310856, 311141, 311452, 311789, 312025, 312263, 312505, 312766, 313078, 313364, 313641, 313945, 314259, 314494, 314784, 315117, 315389, 315663, 315941, 316176, 316424, 316752, 317026, 317375, 317676, 317967, 318207, 318441, 318755, 319039, 319313, 319579, 319864, 320134, 320369, 320617, 320851, 321104, 321430, 321698, 322007, 322268, 322509, 322778, 323037, 323301, 323574, 323860, 324172, 324465, 324712, 324951, 325203, 325512, 325795, 326138, 326396, 326631, 326864, 327100, 327435]","0","NA","no","serif","no","18","no","white","no","no","1080","14","14","legacy","0","0","0","C:/Users/z.lab2/Desktop/Final/subject-239.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1767, 493)","tortilla","yes","no","no","0,0","0","1","1","NA","99754","99754","NA","2","legacy","1024","2","44100","-16","NA","experiment","239","odd","droid","[8649.0, 8955.0, 11760.0, 12684.0, 16439.0, 18045.0, 18309.0]","260374","300154","301154","NA","299611","NA","NA","NA","NA","NA","2920","119709","120301","136578","120301","188769","2899","NA","220588","304989","300154","102678","2898","327721","BTA (Zapotec RC script)","0","0","0","no","304994","no","1920","[1170, 1348, 1486, 1509, 1670, 1789, 1810]","[799, 722, 582, 541, 343, 148, 109]"
# 2018-07-10 11:30:46.139000> starting trial 1 with item-cond 19-b
# 2018-07-10 11:30:48.776000> starting sentence audio 1 with item-cond 19-b
# 2018-07-10 11:30:48.788000 : Third practice trial at time 332032
"23267","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","329407","relative","undefined","undefined","0","1","1","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","1","1","0","0","1","b","19","undefined","1049","211","yes","07/10/18 11:25:16","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab2/Desktop/Final","[332015, 332020, 332365, 332615, 332875, 333148, 333407, 333660, 333913, 334139, 334364, 334598, 334911, 335163, 335468, 335759, 336076, 336389, 336615, 336840, 337066, 337390, 337671, 337998, 338261, 338527, 338809, 339053, 339281, 339509, 339792, 340056, 340332, 340586, 340872, 341127, 341378, 341630, 341867, 342141, 342401, 342679, 342952, 343209, 343447, 343673, 343900, 344139, 344403, 344674, 344988, 345251, 345539, 345765, 346087, 346456, 346711, 347054, 347323, 347598, 347876, 348103, 348339, 348585, 348888, 349148, 349467, 349722, 350036, 350285, 350585, 350876, 351141, 351409, 351666, 351946, 352218, 352486, 352717, 352948, 353189, 353506, 353798, 354057, 354329, 354586, 354816, 355046, 355278]","0","NA","no","serif","no","18","no","white","no","no","1080","19","19","legacy","1","1","0","C:/Users/z.lab2/Desktop/Final/subject-239.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","left","0","(144, 494)","leaf","yes","no","no","0,0","0","1","1","NA","99754","99754","NA","2","legacy","1024","2","44100","-16","NA","experiment","239","odd","droid","[9114.0, 9365.0, 9618.0, 9854.0, 10129.0, 10388.0, 12661.0, 12976.0, 14444.0, 19396.0]","260374","328382","329383","NA","299611","NA","NA","NA","NA","NA","2920","119709","120301","136578","120301","188769","2899","NA","220588","332010","328381","102678","2898","355524","BTA (Zapotec RC script)","0","0","0","no","332015","no","1920","[762, 686, 654, 653, 574, 552, 427, 347, 147, 50]","[778, 687, 640, 634, 546, 503, 379, 303, 155, 29]"
# 2018-07-10 11:31:13.997000> starting trial 2 with item-cond 5-d
# 2018-07-10 11:31:16.617000> starting sentence audio 2 with item-cond 5-d
# 2018-07-10 11:31:16.628000 : Third practice trial at time 359872
"30985","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","357262","relative","undefined","undefined","0","2","2","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","2","2","0","0","2","d","5","undefined","1049","211","yes","07/10/18 11:25:16","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab2/Desktop/Final","[359855, 359861, 360124, 360338, 360553, 360808, 361089, 361330, 361634, 361885, 362167, 362382, 362598, 362813, 363034, 363272, 363521, 363781, 364060, 364307, 364553, 364765, 364981, 365196, 365419, 365702, 365974, 366217, 366463, 366699, 366919, 367138, 367358, 367584, 367821, 368088, 368329, 368615, 368879, 369104, 369331, 369607, 369852, 370121, 370390, 370647, 370911, 371154, 371370, 371598, 371839, 372139, 372381, 372707, 372951, 373201, 373441, 373682, 373902, 374125, 374364, 374634, 374899, 375169, 375504, 375724, 375945, 376163, 376406, 376703, 376953, 377211, 377476, 377697, 377915, 378133, 378367, 378607, 378856, 379117, 379387, 379623, 379846, 380068, 380338, 380591, 380846, 381107, 381364, 381584, 381833, 382082, 382457, 382715, 382988, 383246, 383493, 383716, 383940, 384163, 384455, 384713, 384967, 385269, 385510, 385730, 385971, 386194, 386448, 386703, 386968, 387220, 387459, 387731, 387968, 388209, 388545, 388808, 389085, 389357, 389611, 389850, 390073, 390309, 390577, 390836]","0","NA","no","serif","no","18","no","white","no","no","1080","5","5","legacy","2","2","0","C:/Users/z.lab2/Desktop/Final/subject-239.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","left","0","(98, 511)","star","yes","no","no","0,0","0","1","1","NA","99754","99754","NA","2","legacy","1024","2","44100","-16","NA","experiment","239","odd","droid","[9252.0, 9479.0, 9756.0, 9999.0, 10270.0, 10538.0, 10795.0, 11058.0, 11301.0, 11519.0, 11746.0, 11987.0, 12855.0]","260374","356241","357241","NA","299611","NA","NA","NA","NA","NA","2920","119709","120301","136578","120301","188769","2899","NA","220588","359849","356241","102678","2898","391077","BTA (Zapotec RC script)","0","0","0","no","359855","no","1920","[869, 771, 651, 572, 481, 408, 355, 316, 249, 186, 155, 151, 88]","[893, 819, 704, 625, 561, 507, 460, 419, 332, 249, 200, 199, 87]"
# 2018-07-10 11:31:49.492000> starting trial 3 with item-cond 2-a
