# 2018-07-11 11:18:52.008000 : Beginning an experiment with subject number 148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2018-07-11 11:23:29.949000> starting sentence audio 3 with item-cond 13-a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2018-07-11 11:23:29.958000 : Third practice trial at time 280152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12479,undefined,undefined,undefined,undefined,black,no,legacy,legacy,legacy,0,277047,relative,undefined,undefined,0,3,3,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,3,3,0,0,3,a,13,undefined,1381,825,yes,7/11/2018 11:18,NA,Executes Python code,yes,,yes,bta_beta.osexp,C:/Users/z.lab1/Desktop/Final,"[280137, 280142, 280386, 280637, 280892, 281155, 281426, 281658, 281883, 282106, 282329, 282570, 282827, 283083, 283341, 283607, 283842, 284074, 284305, 284537, 284780, 285032, 285302, 285562, 285836, 286066, 286297, 286528, 286760, 287007, 287274, 287551, 287830, 288091, 288324, 288560, 288797, 289040, 289303, 289581, 289858, 290122, 290356, 290592, 290825, 291071, 291352, 291634, 291913, 292142, 292373, 292610]",0,NA,no,serif,no,18,no,white,no,no,1080,13,13,legacy,3,3,0,C:/Users/z.lab1/Desktop/Final/subject-148.csv,legacy,Kafkaesque Koffka,3.2.4,5b2998ae04fe52000ecbb503,left,0,"(89, 484)",star,yes,no,no,"0,0",0,1,1,NA,44272,44272,NA,2,legacy,1024,2,44100,-16,NA,experiment,148,even,droid,"[7696.0, 7956.0, 8190.0, 8426.0, 8662.0, 8906.0, 9169.0, 9446.0, 9723.0, 9987.0, 10221.0, 10458.0, 10691.0, 10938.0, 11217.0, 11500.0]",179532,276038,277038,NA,215271,NA,NA,NA,NA,NA,2656,63958,64472,80754,64472,132428,2635,NA,155892,280131,276037,46932,2634,292839,BTA (Zapotec RC script),0,0,0,no,280137,no,1920,"[856, 796, 736, 664, 565, 482, 396, 332, 280, 245, 205, 168, 135, 116, 104, 101]","[888, 856, 823, 779, 699, 611, 521, 450, 378, 313, 253, 194, 146, 113, 91, 92]"
# 2018-07-11 11:23:44.222000> starting trial 4 with item-cond 22-b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2018-07-11 11:23:48.828000> starting sentence audio 4 with item-cond 22-b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2018-07-11 11:23:48.838000 : Third practice trial at time 299031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16601,undefined,undefined,undefined,undefined,black,no,legacy,legacy,legacy,0,294425,relative,undefined,undefined,0,4,4,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,4,4,0,0,4,b,22,undefined,1381,825,yes,7/11/2018 11:18,NA,Executes Python code,yes,,yes,bta_beta.osexp,C:/Users/z.lab1/Desktop/Final,"[299015, 299021, 299251, 299468, 299684, 299901, 300133, 300380, 300632, 300880, 301124, 301362, 301584, 301805, 302027, 302249, 302478, 302727, 302974, 303217, 303463, 303705, 303927, 304149, 304371, 304589, 304815, 305061, 305304, 305545, 305795, 306043, 306260, 306477, 306695, 306914, 307153, 307412, 307673, 307928, 308184, 308408, 308630, 308856, 309082, 309323, 309579, 309841, 310101, 310355, 310582, 310805, 311029, 311252, 311488, 311745, 312009, 312267, 312529, 312755, 312979, 313201, 313428, 313673, 313935, 314199, 314465, 314697, 314921, 315145, 315370, 315611]",0,NA,no,serif,no,18,no,white,no,no,1080,22,22,legacy,4,4,0,C:/Users/z.lab1/Desktop/Final/subject-148.csv,legacy,Kafkaesque Koffka,3.2.4,5b2998ae04fe52000ecbb503,right,0,"(1821, 424)",tortilla,yes,no,no,"0,0",0,1,1,NA,44272,44272,NA,2,legacy,1024,2,44100,-16,NA,experiment,148,even,droid,"[10070.0, 10310.0, 10566.0, 10829.0, 11089.0, 11342.0, 11569.0, 11792.0, 12016.0, 12240.0, 12476.0, 12733.0, 12997.0, 13256.0, 13516.0, 13742.0, 13967.0, 14188.0, 14415.0, 14661.0]",179532,293416,294416,NA,215271,NA,NA,NA,NA,NA,2656,63958,64472,80754,64472,132428,2635,NA,155892,299010,293415,46932,2634,315862,BTA (Zapotec RC script),0,0,0,no,299015,no,1920,"[1044, 1046, 1052, 1084, 1144, 1197, 1237, 1284, 1334, 1395, 1452, 1503, 1571, 1642, 1693, 1727, 1762, 1800, 1816, 1822]","[879, 875, 869, 845, 807, 772, 742, 709, 675, 631, 589, 540, 469, 372, 302, 246, 192, 143, 115, 101]"
# 2018-07-11 11:24:07.418000> starting trial 5 with item-cond 14-b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2018-07-11 11:24:11.237000> starting sentence audio 5 with item-cond 14-b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2018-07-11 11:24:11.248000 : Third practice trial at time 321441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
