# 2018-07-10 17:10:11.267000 : Beginning an experiment with subject number 243
# 2018-07-10 17:11:02.849000 : First practice screen shown at time 53503
# 2018-07-10 17:11:19.124000 : Touch tracking instructions at time 69778
# 2018-07-10 17:12:46.849000 : Second practice trial at time 157503
# 2018-07-10 17:13:11.681000 : Third practice trial at time 182335
# 2018-07-10 17:14:24.456000> starting trial 0 with item-cond 9-d
# 2018-07-10 17:14:27.108000> starting sentence audio 0 with item-cond 9-d
# 2018-07-10 17:14:27.119000 : Third practice trial at time 257773
"Mouse_RT","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","context_begins","coordinates","correct","correct_OpeningSplashScreen","count_Abisu","count_BlankScreen","count_ContextScreen","count_Delay","count_ExperimentalTrialLoop","count_FirstScreen","count_FlashPuck","count_FlashPuck_1","count_Instruction01","count_KaoGuahaKuestionMu","count_OpeningSplashScreen","count_Practice","count_PracticeScreenIntro","count_PracticeScreenTracking","count_PracticeTrialSequence","count_SecondTrack","count_SetGlobals","count_Thanks","count_ThirdTrack","count_TouchTrack","count_TrialSequence","count_Welcome","count_experiment","count_logger","current_cond","current_item","cursor_roi","cursor_x","cursor_y","custom_cursor","datetime","delay_Delay","description","disable_garbage_collection","empty_column","enable_escape","experiment_file","experiment_path","fList","first_loop","flush","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","item","itemno","keyboard_backend","live_row","live_row_ExperimentalTrialLoop","live_row_Practice","logfile","mouse_backend","opensesame_codename","opensesame_version","osf_id","pic_response","play_count","position","puck","pygame_doublebuf","pygame_hwsurface","pygame_window_frame","pygame_window_pos","repeat_cycle","response","response_OpeningSplashScreen","response_Thanks","response_time","response_time_OpeningSplashScreen","response_time_Thanks","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","soundfile","start","subject_nr","subject_parity","synth_backend","tTrajectory","time_Abisu","time_BlankScreen","time_ContextScreen","time_Delay","time_ExperimentalTrialLoop","time_FirstScreen","time_FlashPuck","time_FlashPuck_1","time_Instruction01","time_KaoGuahaKuestionMu","time_OpeningSplashScreen","time_Practice","time_PracticeScreenIntro","time_PracticeScreenTracking","time_PracticeTrialSequence","time_SecondTrack","time_SetGlobals","time_Thanks","time_ThirdTrack","time_TouchTrack","time_TrialSequence","time_Welcome","time_experiment","time_logger","title","total_correct","total_response_time","total_responses","transparent_variables","trial_begins","uniform_coordinates","width","xTrajectory","yTrajectory"
"23099","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","255135","relative","undefined","undefined","0","0","0","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","d","9","undefined","860","695","yes","07/10/18 17:10:09","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab2/Desktop/Final","[257756, 257762, 258020, 258247, 258473, 258756, 259013, 259258, 259565, 259865, 260137, 260365, 260591, 260817, 261120, 261371, 261628, 261885, 262219, 262475, 262699, 262925, 263151, 263419, 263716, 263967, 264249, 264518, 264757, 264986, 265214, 265442, 265702, 265956, 266246, 266539, 266795, 267033, 267261, 267489, 267735, 267996, 268259, 268517, 268786, 269060, 269294, 269536, 269926, 270202, 270497, 270755, 271081, 271347, 271595, 271935, 272176, 272439, 272699, 272977, 273239, 273479, 273711, 273965, 274295, 274565, 274827, 275106, 275352, 275583, 275827, 276075, 276328, 276632, 276940, 277201, 277438, 277669, 277921, 278156, 278423, 278780, 279061, 279331, 279577, 279810, 280039, 280270, 280519, 280850]","0","NA","no","serif","no","18","no","white","no","no","1080","9","9","legacy","0","0","0","C:/Users/z.lab2/Desktop/Final/subject-243.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","left","0","(82, 443)","star","yes","no","no","0,0","0","1","1","NA","33339","33339","NA","2","legacy","1024","2","44100","-16","NA","experiment","243","odd","droid","[11308.0, 11540.0, 11783.0, 12172.0, 12448.0, 12743.0, 13001.0, 13328.0, 13593.0, 13843.0]","209764","254110","255110","NA","253549","NA","NA","NA","NA","NA","2450","52828","53498","69762","53498","157279","2427","NA","182027","257751","254110","35793","2426","281104","BTA (Zapotec RC script)","0","0","0","no","257756","no","1920","[865, 752, 674, 572, 465, 383, 315, 233, 169, 128]","[898, 836, 778, 712, 606, 519, 444, 293, 192, 116]"
# 2018-07-10 17:14:52.084000> starting trial 1 with item-cond 6-a
# 2018-07-10 17:14:54.718000> starting sentence audio 1 with item-cond 6-a
# 2018-07-10 17:14:54.729000 : Third practice trial at time 285383
"20076","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","282761","relative","undefined","undefined","0","1","1","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","1","1","0","0","1","a","6","undefined","860","695","yes","07/10/18 17:10:09","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab2/Desktop/Final","[285365, 285372, 285607, 285838, 286071, 286335, 286583, 286849, 287084, 287302, 287521, 287741, 287976, 288246, 288490, 288772, 289015, 289326, 289556, 289773, 289990, 290207, 290430, 290675, 290908, 291147, 291390, 291636, 291903, 292138, 292363, 292582, 292871, 293117, 293361, 293603, 293867, 294091, 294310, 294576, 294799, 295051, 295301, 295551, 295811, 296100, 296332, 296556, 296863, 297119, 297390, 297642, 297896, 298148, 298369, 298613, 298836, 299067, 299321, 299576, 299836, 300130, 300350, 300573, 300834, 301140, 301460, 301717, 301981, 302237, 302461, 302685, 302909, 303146, 303419, 303691, 303974, 304238, 304469, 304692, 304915, 305177, 305437]","0","NA","no","serif","no","18","no","white","no","no","1080","6","6","legacy","1","1","0","C:/Users/z.lab2/Desktop/Final/subject-243.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1807, 450)","tortilla","yes","no","no","0,0","0","1","1","NA","33339","33339","NA","2","legacy","1024","2","44100","-16","NA","experiment","243","odd","droid","[9435.0, 9688.0, 9937.0, 10187.0, 10447.0, 10736.0, 10969.0, 11193.0]","209764","281738","282738","NA","253549","NA","NA","NA","NA","NA","2450","52828","53498","69762","53498","157279","2427","NA","182027","285360","281736","35793","2426","305688","BTA (Zapotec RC script)","0","0","0","no","285365","no","1920","[1163, 1293, 1410, 1498, 1579, 1677, 1766, 1830]","[788, 690, 587, 505, 411, 287, 186, 101]"
# 2018-07-10 17:15:16.813000> starting trial 2 with item-cond 15-b
# 2018-07-10 17:15:20.068000> starting sentence audio 2 with item-cond 15-b
# 2018-07-10 17:15:20.079000 : Third practice trial at time 310732
"35132","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","307489","relative","undefined","undefined","0","2","2","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","2","2","0","0","2","b","15","undefined","860","695","yes","07/10/18 17:10:09","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab2/Desktop/Final","[310716, 310722, 311000, 311224, 311480, 311741, 312029, 312348, 312642, 312946, 313176, 313406, 313639, 313942, 314217, 314515, 314873, 315160, 315419, 315662, 315900, 316138, 316487, 316774, 317069, 317402, 317672, 317914, 318149, 318392, 318645, 318913, 319186, 319466, 319756, 320009, 320260, 320536, 320824, 321144, 321449, 321785, 322065, 322303, 322549, 322790, 323093, 323405, 323691, 323962, 324206, 324469, 324714, 324994, 325338, 325657, 326029, 326311, 326550, 326786, 327025, 327334, 327622, 327905, 328182, 328419, 328659, 328924, 329182, 329455, 329826, 330139, 330413, 330671, 330978, 331226, 331498, 331769, 332045, 332328, 332566, 332804, 333043, 333359, 333636, 333957, 334248, 334504, 334741, 334979, 335273, 335535, 335821, 336184, 336491, 336728, 336966, 337204, 337460, 337756, 338033, 338326, 338594, 338846, 339088, 339343, 339708, 339976, 340288, 340558, 340804, 341042, 341281, 341605, 341904, 342225, 342526, 342791, 343031, 343272, 343551, 343830, 344123, 344488, 344789, 345037, 345280, 345530, 345842]","0","NA","no","serif","no","18","no","white","no","no","1080","15","15","legacy","2","2","0","C:/Users/z.lab2/Desktop/Final/subject-243.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","left","0","(174, 482)","leaf","yes","no","no","0,0","0","1","1","NA","33339","33339","NA","2","legacy","1024","2","44100","-16","NA","experiment","243","odd","droid","[7931.0, 8198.0, 8472.0, 8752.0, 9043.0, 9295.0, 9547.0, 9822.0, 14282.0, 19957.0, 20264.0, 27881.0, 28132.0]","209764","306467","307467","NA","253549","NA","NA","NA","NA","NA","2450","52828","53498","69762","53498","157279","2427","NA","182027","310711","306465","35793","2426","346148","BTA (Zapotec RC script)","0","0","0","no","310716","no","1920","[742, 570, 413, 335, 245, 173, 119, 97, 93, 103, 102, 102, 104]","[781, 648, 511, 411, 305, 213, 129, 75, 93, 116, 108, 129, 91]"
# 2018-07-10 17:15:57.129000> starting trial 3 with item-cond 20-g
# 2018-07-10 17:16:01.637000> starting sentence audio 3 with item-cond 20-g
# 2018-07-10 17:16:01.647000 : Third practice trial at time 352301
