# 2018-06-28 17:56:28.937000 : Beginning an experiment with subject number 231
# 2018-06-28 17:57:01.044000 : First practice screen shown at time 34584
# 2018-06-28 17:57:17.413000 : Touch tracking instructions at time 50952
# 2018-06-28 17:58:19.758000 : Second practice trial at time 113298
# 2018-06-28 17:58:38.865000 : Third practice trial at time 132404
# 2018-06-28 17:59:40.534000> starting trial 0 with item-cond 12-c
# 2018-06-28 17:59:44.942000> starting sentence audio 0 with item-cond 12-c
# 2018-06-28 17:59:44.955000 : Third practice trial at time 198495
"Mouse_RT","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","context_begins","coordinates","correct","correct_OpeningSplashScreen","count_Abisu","count_BlankScreen","count_ContextScreen","count_Delay","count_ExperimentalTrialLoop","count_FirstScreen","count_FlashPuck","count_FlashPuck_1","count_Instruction01","count_KaoGuahaKuestionMu","count_OpeningSplashScreen","count_Practice","count_PracticeScreenIntro","count_PracticeScreenTracking","count_PracticeTrialSequence","count_SecondTrack","count_SetGlobals","count_Thanks","count_ThirdTrack","count_TouchTrack","count_TrialSequence","count_Welcome","count_experiment","count_logger","current_cond","current_item","cursor_roi","cursor_x","cursor_y","custom_cursor","datetime","delay_Delay","description","disable_garbage_collection","empty_column","enable_escape","experiment_file","experiment_path","fList","first_loop","flush","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","item","itemno","keyboard_backend","live_row","live_row_ExperimentalTrialLoop","live_row_Practice","logfile","mouse_backend","opensesame_codename","opensesame_version","osf_id","pic_response","play_count","position","puck","pygame_doublebuf","pygame_hwsurface","pygame_window_frame","pygame_window_pos","repeat_cycle","response","response_OpeningSplashScreen","response_Thanks","response_time","response_time_OpeningSplashScreen","response_time_Thanks","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","soundfile","start","subject_nr","subject_parity","synth_backend","tTrajectory","time_Abisu","time_BlankScreen","time_ContextScreen","time_Delay","time_ExperimentalTrialLoop","time_FirstScreen","time_FlashPuck","time_FlashPuck_1","time_Instruction01","time_KaoGuahaKuestionMu","time_OpeningSplashScreen","time_Practice","time_PracticeScreenIntro","time_PracticeScreenTracking","time_PracticeTrialSequence","time_SecondTrack","time_SetGlobals","time_Thanks","time_ThirdTrack","time_TouchTrack","time_TrialSequence","time_Welcome","time_experiment","time_logger","title","total_correct","total_response_time","total_responses","transparent_variables","trial_begins","uniform_coordinates","width","xTrajectory","yTrajectory"
"17271","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","194094","relative","undefined","undefined","0","0","0","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","c","12","undefined","964","681","yes","06/28/18 17:56:26","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab2/Desktop/Final","[198477, 198482, 198730, 198971, 199230, 199467, 199724, 199944, 200165, 200386, 200608, 200841, 201141, 201385, 201622, 201873, 202113, 202337, 202563, 202784, 203012, 203275, 203516, 203757, 204006, 204247, 204471, 204697, 204917, 205144, 205453, 205693, 205931, 206232, 206463, 206689, 206914, 207152, 207384, 207643, 207899, 208181, 208433, 208656, 208879, 209100, 209332, 209567, 209809, 210131, 210376, 210620, 210842, 211064, 211292, 211541, 211796, 212087, 212344, 212609, 212874, 213101, 213325, 213551, 213770, 214014, 214265, 214513, 214763, 215018, 215253, 215501, 215745]","0","NA","no","serif","no","18","no","white","no","no","1080","12","12","legacy","0","0","0","C:/Users/z.lab2/Desktop/Final/subject-231.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1810, 475)","flower","yes","no","no","0,0","0","1","1","NA","13960","13960","NA","2","legacy","1024","2","44100","-16","NA","experiment","231","odd","droid","[13067.0, 13322.0, 13613.0, 13870.0, 14135.0]","157380","193073","194073","NA","192406","NA","NA","NA","NA","NA","2964","33960","34578","50856","34578","113070","2944","NA","132108","198472","193072","16927","2943","216080","BTA (Zapotec RC script)","0","0","0","no","198477","no","1920","[1049, 1149, 1445, 1723, 1811]","[884, 775, 443, 167, 90]"
# 2018-06-28 18:00:04.242000> starting trial 1 with item-cond 14-e
# 2018-06-28 18:00:08.073000> starting sentence audio 1 with item-cond 14-e
# 2018-06-28 18:00:08.082000 : Third practice trial at time 221622
"17107","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","217801","relative","undefined","undefined","0","1","1","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","1","1","0","0","1","e","14","undefined","964","681","yes","06/28/18 17:56:26","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab2/Desktop/Final","[221607, 221613, 221894, 222142, 222394, 222658, 222927, 223253, 223503, 223742, 223978, 224214, 224457, 224731, 224989, 225241, 225521, 225761, 225997, 226237, 226490, 226746, 227069, 227357, 227620, 227879, 228121, 228357, 228593, 228831, 229088, 229350, 229643, 229920, 230176, 230428, 230674, 230914, 231241, 231518, 231837, 232105, 232364, 232611, 232850, 233084, 233320, 233633, 233900, 234243, 234502, 234753, 235109, 235370, 235628, 235920, 236192, 236461, 236736, 236975, 237216, 237458, 237699, 238026, 238438, 238712]","0","NA","no","serif","no","18","no","white","no","no","1080","14","14","legacy","1","1","0","C:/Users/z.lab2/Desktop/Final/subject-231.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1811, 496)","tortilla","yes","no","no","0,0","0","1","1","NA","13960","13960","NA","2","legacy","1024","2","44100","-16","NA","experiment","231","odd","droid","[13505.0, 13765.0, 14024.0]","157380","216782","217782","NA","192406","NA","NA","NA","NA","NA","2964","33960","34578","50856","34578","113070","2944","NA","132108","221602","216780","16927","2943","238987","BTA (Zapotec RC script)","0","0","0","no","221607","no","1920","[1365, 1693, 1815]","[587, 252, 124]"
# 2018-06-28 18:00:27.019000> starting trial 2 with item-cond 6-e
# 2018-06-28 18:00:29.643000> starting sentence audio 2 with item-cond 6-e
# 2018-06-28 18:00:29.654000 : Third practice trial at time 243193
"11488","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","240580","relative","undefined","undefined","0","2","2","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","2","2","0","0","2","e","6","undefined","964","681","yes","06/28/18 17:56:26","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab2/Desktop/Final","[243178, 243183, 243421, 243658, 243899, 244133, 244375, 244601, 244822, 245047, 245263, 245486, 245741, 245981, 246225, 246485, 246729, 246967, 247183, 247400, 247617, 247833, 248056, 248316, 248567, 248823, 249154, 249408, 249628, 249847, 250066, 250287, 250515, 250754, 250999, 251334, 251577, 251834, 252164, 252393, 252621, 252891, 253150, 253406, 253645, 253879, 254099, 254321, 254660]","0","NA","no","serif","no","18","no","white","no","no","1080","6","6","legacy","2","2","0","C:/Users/z.lab2/Desktop/Final/subject-231.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1814, 431)","tortilla","yes","no","no","0,0","0","1","1","NA","13960","13960","NA","2","legacy","1024","2","44100","-16","NA","experiment","231","odd","droid","[8401.0, 8659.0, 8988.0, 9220.0, 9446.0]","157380","239559","240559","NA","192406","NA","NA","NA","NA","NA","2964","33960","34578","50856","34578","113070","2944","NA","132108","243173","239558","16927","2943","254945","BTA (Zapotec RC script)","0","0","0","no","243178","no","1920","[1151, 1395, 1667, 1787, 1815]","[711, 503, 259, 120, 92]"
# 2018-06-28 18:00:43.040000> starting trial 3 with item-cond 11-b
# 2018-06-28 18:00:46.313000> starting sentence audio 3 with item-cond 11-b
# 2018-06-28 18:00:46.323000 : Third practice trial at time 259863
"10197","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","256601","relative","undefined","undefined","0","3","3","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","3","3","0","0","3","b","11","undefined","964","681","yes","06/28/18 17:56:26","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab2/Desktop/Final","[259847, 259852, 260093, 260330, 260591, 260849, 261093, 261373, 261630, 261861, 262091, 262322, 262558, 262828, 263104, 263400, 263732, 263991, 264218, 264448, 264678, 264914, 265252, 265525, 265823, 266086, 266338, 266605, 266857, 267144, 267405, 267684, 267959, 268204, 268436, 268668, 268900, 269151, 269415, 269717, 270040]","0","NA","no","serif","no","18","no","white","no","no","1080","11","11","legacy","3","3","0","C:/Users/z.lab2/Desktop/Final/subject-231.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","left","0","(86, 471)","leaf","yes","no","no","0,0","0","1","1","NA","13960","13960","NA","2","legacy","1024","2","44100","-16","NA","experiment","231","odd","droid","[6494.0, 6761.0, 7013.0, 7300.0, 7560.0, 7840.0]","157380","255579","256580","NA","192406","NA","NA","NA","NA","NA","2964","33960","34578","50856","34578","113070","2944","NA","132108","259842","255579","16927","2943","270297","BTA (Zapotec RC script)","0","0","0","no","259847","no","1920","[654, 393, 223, 148, 133, 111]","[644, 381, 190, 119, 114, 93]"
# 2018-06-28 18:00:58.310000> starting trial 4 with item-cond 18-a
# 2018-06-28 18:01:01.083000> starting sentence audio 4 with item-cond 18-a
# 2018-06-28 18:01:01.093000 : Third practice trial at time 274632
