# 2018-06-28 11:51:07.854000 : Beginning an experiment with subject number 224
# 2018-06-28 11:51:53.224000 : First practice screen shown at time 46784
# 2018-06-28 11:52:09.518000 : Touch tracking instructions at time 63078
# 2018-06-28 11:54:27.967000 : Second practice trial at time 201527
# 2018-06-28 11:56:04.778000 : Third practice trial at time 298338
# 2018-06-28 11:58:21.820000> starting trial 0 with item-cond 23-g
# 2018-06-28 11:58:25.182000> starting sentence audio 0 with item-cond 23-g
# 2018-06-28 11:58:25.194000 : Third practice trial at time 438753
"Mouse_RT","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","context_begins","coordinates","correct","correct_OpeningSplashScreen","count_Abisu","count_BlankScreen","count_ContextScreen","count_Delay","count_ExperimentalTrialLoop","count_FirstScreen","count_FlashPuck","count_FlashPuck_1","count_Instruction01","count_KaoGuahaKuestionMu","count_OpeningSplashScreen","count_Practice","count_PracticeScreenIntro","count_PracticeScreenTracking","count_PracticeTrialSequence","count_SecondTrack","count_SetGlobals","count_Thanks","count_ThirdTrack","count_TouchTrack","count_TrialSequence","count_Welcome","count_experiment","count_logger","current_cond","current_item","cursor_roi","cursor_x","cursor_y","custom_cursor","datetime","delay_Delay","description","disable_garbage_collection","empty_column","enable_escape","experiment_file","experiment_path","fList","first_loop","flush","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","item","itemno","keyboard_backend","live_row","live_row_ExperimentalTrialLoop","live_row_Practice","logfile","mouse_backend","opensesame_codename","opensesame_version","osf_id","pic_response","play_count","position","puck","pygame_doublebuf","pygame_hwsurface","pygame_window_frame","pygame_window_pos","repeat_cycle","response","response_OpeningSplashScreen","response_Thanks","response_time","response_time_OpeningSplashScreen","response_time_Thanks","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","soundfile","start","subject_nr","subject_parity","synth_backend","tTrajectory","time_Abisu","time_BlankScreen","time_ContextScreen","time_Delay","time_ExperimentalTrialLoop","time_FirstScreen","time_FlashPuck","time_FlashPuck_1","time_Instruction01","time_KaoGuahaKuestionMu","time_OpeningSplashScreen","time_Practice","time_PracticeScreenIntro","time_PracticeScreenTracking","time_PracticeTrialSequence","time_SecondTrack","time_SetGlobals","time_Thanks","time_ThirdTrack","time_TouchTrack","time_TrialSequence","time_Welcome","time_experiment","time_logger","title","total_correct","total_response_time","total_responses","transparent_variables","trial_begins","uniform_coordinates","width","xTrajectory","yTrajectory"
"74973","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","435403","relative","undefined","undefined","0","0","0","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","g","23","undefined","770","573","yes","06/28/18 11:51:06","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab2/Desktop/Final","[438736, 438742, 438974, 439207, 439439, 439665, 439903, 440116, 440327, 440538, 440750, 440965, 441196, 441434, 441666, 441901, 442119, 442329, 442538, 442749, 442959, 443192, 443421, 443653, 443878, 444114, 444324, 444533, 444738, 444943, 445154, 445386, 445616, 445852, 446097, 446306, 446513, 446720, 446926, 447141, 447381, 447618, 447863, 448102, 448315, 448530, 448744, 448961, 449182, 449414, 449650, 449883, 450112, 450323, 450535, 450746, 450958, 451178, 451411, 451652, 451895, 452131, 452339, 452551, 452766, 452983, 453205, 453452, 453699, 453942, 454189, 454398, 454607, 454817, 455032, 455259, 455506, 455744, 455997, 456211, 456424, 456638, 456851, 457076, 457314, 457548, 457801, 458011, 458221, 458431, 458641, 458862, 459108, 459342, 459596, 459808, 460019, 460229, 460439, 460660, 460897, 461136, 461390, 461604, 461819, 462034, 462250, 462473, 462722, 462973, 463228, 463446, 463659, 463875, 464094, 464321, 464564, 464806, 465050, 465267, 465474, 465681, 465894, 466106, 466336, 466572, 466809, 467048, 467267, 467481, 467693, 467905, 468123, 468353, 468596, 468834, 469084, 469297, 469509, 469721, 469933, 470152, 470387, 470622, 470862, 471101, 471307, 471515, 471726, 471940, 472161, 472397, 472637, 472875, 473108, 473320, 473530, 473744, 473956, 474174, 474402, 474639, 474880, 475115, 475325, 475536, 475747, 475955, 476172, 476406, 476641, 476883, 477124, 477335, 477546, 477758, 477969, 478187, 478421, 478660, 478906, 479138, 479349, 479560, 479771, 479981, 480200, 480430, 480671, 480904, 481134, 481342, 481549, 481761, 481980, 482203, 482445, 482689, 482935, 483159, 483370, 483579, 483788, 484000, 484283, 484545, 484785, 485031, 485248, 485460, 485670, 485880, 486100, 486335, 486577, 486834, 487051, 487266, 487481, 487695, 487918, 488156, 488393, 488643, 488857, 489071, 489283, 489494, 489715, 489961, 490201, 490446, 490656, 490868, 491082, 491301, 491529, 491773, 492021, 492267, 492506, 492718, 492931, 493142, 493351, 493566, 493798, 494033, 494274, 494510, 494722, 494934, 495152, 495365, 495591, 495829, 496065, 496314, 496523, 496733, 496943, 497153, 497373, 497611, 497858, 498106, 498319, 498528, 498737, 498946, 499168, 499406, 499649, 499905, 500118, 500332, 500545, 500759, 500987, 501238, 501490, 501748, 501965, 502180, 502396, 502611, 502836, 503077, 503312, 503558, 503776, 503996, 504213, 504426, 504647, 504885, 505119, 505356, 505591, 505808, 506023, 506236, 506453, 506681, 506928, 507167, 507416, 507627, 507836, 508045, 508255, 508475, 508713, 508956, 509205, 509415, 509629, 509843, 510056, 510280, 510525, 510765, 511021, 511242, 511458, 511668, 511878, 512097, 512337, 512578, 512829, 513054, 513271, 513488, 513707]","0","NA","no","serif","no","18","no","white","no","no","1080","23","23","legacy","0","0","0","C:/Users/z.lab2/Desktop/Final/subject-224.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","left","0","(79, 420)","leaf","yes","no","no","0,0","0","1","1","NA","27325","27325","NA","2","legacy","1024","2","44100","-16","NA","experiment","224","even","droid","[9368.0, 9581.0, 9796.0, 10012.0, 10228.0, 14249.0, 14472.0, 14718.0, 14966.0, 15208.0, 25588.0, 25830.0, 26073.0, 43247.0, 43469.0, 52567.0, 56418.0, 65263.0, 65480.0, 67074.0, 67289.0, 67503.0, 67719.0]","359475","434380","435380","NA","433958","NA","NA","NA","NA","NA","1872","46221","46779","63043","46779","201310","1849","NA","298076","438731","434379","29199","1848","513920","BTA (Zapotec RC script)","0","0","0","no","438736","no","1920","[884, 829, 770, 702, 637, 532, 426, 272, 106, 61, 120, 125, 115, 105, 109, 124, 110, 112, 99, 96, 84, 89, 92]","[829, 738, 648, 536, 442, 358, 259, 167, 116, 91, 270, 345, 420, 183, 98, 220, 51, 327, 518, 248, 127, 110, 104]"
# 2018-06-28 11:59:42.072000> starting trial 1 with item-cond 4-d
# 2018-06-28 11:59:44.853000> starting sentence audio 1 with item-cond 4-d
# 2018-06-28 11:59:44.863000 : Third practice trial at time 518422
"37944","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","515655","relative","undefined","undefined","0","1","1","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","1","1","0","0","1","d","4","undefined","770","573","yes","06/28/18 11:51:06","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab2/Desktop/Final","[518407, 518412, 518633, 518840, 519053, 519267, 519496, 519731, 519968, 520197, 520437, 520671, 520884, 521097, 521310, 521525, 521745, 521978, 522214, 522446, 522677, 522915, 523129, 523344, 523560, 523774, 524000, 524236, 524470, 524700, 524942, 525156, 525367, 525577, 525788, 526007, 526242, 526477, 526708, 526956, 527172, 527383, 527593, 527804, 528022, 528257, 528494, 528733, 528976, 529192, 529407, 529623, 529838, 530060, 530293, 530526, 530758, 531007, 531218, 531430, 531642, 531854, 532074, 532305, 532537, 532826, 533064, 533281, 533497, 533726, 533942, 534164, 534403, 534650, 534891, 535140, 535355, 535573, 535791, 536008, 536230, 536472, 536717, 536950, 537191, 537411, 537630, 537848, 538069, 538300, 538545, 538789, 539041, 539273, 539490, 539707, 539925, 540141, 540368, 540612, 540864, 541117, 541353, 541567, 541781, 541995, 542210, 542433, 542675, 542920, 543172, 543406, 543620, 543833, 544054, 544275, 544504, 544749, 544996, 545242, 545489, 545701, 545915, 546129, 546344, 546568, 546802, 547037, 547271, 547516, 547728, 547940, 548151, 548362, 548582, 548813, 549047, 549287, 549531, 549742, 549954, 550165, 550376, 550604, 550852, 551098, 551336, 551591, 551804, 552023, 552241, 552453, 552677, 552923, 553163, 553412, 553634, 553848, 554063, 554277, 554490, 554732, 554972, 555213, 555461, 555683, 555905, 556126, 556348]","0","NA","no","serif","no","18","no","white","no","no","1080","4","4","legacy","1","1","0","C:/Users/z.lab2/Desktop/Final/subject-224.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","left","0","(100, 425)","flower","yes","no","no","0,0","0","1","1","NA","27325","27325","NA","2","legacy","1024","2","44100","-16","NA","experiment","224","even","droid","[15321.0, 15537.0, 15759.0, 16486.0, 16735.0, 16950.0, 17168.0, 17386.0, 17604.0, 17825.0, 19007.0, 19225.0, 19444.0, 19664.0, 25870.0, 26099.0, 26345.0, 26591.0, 32448.0, 32693.0]","359475","514632","515632","NA","433958","NA","NA","NA","NA","NA","1872","46221","46779","63043","46779","201310","1849","NA","298076","518401","514631","29199","1848","556568","BTA (Zapotec RC script)","0","0","0","no","518407","no","1920","[932, 918, 917, 848, 730, 663, 597, 513, 454, 411, 255, 137, 87, 76, 97, 107, 119, 109, 125, 114]","[932, 912, 870, 748, 618, 542, 481, 407, 351, 307, 198, 117, 75, 63, 156, 295, 472, 502, 189, 82]"
# 2018-06-28 12:00:24.604000> starting trial 2 with item-cond 22-f
# 2018-06-28 12:00:29.233000> starting sentence audio 2 with item-cond 22-f
# 2018-06-28 12:00:29.240000 : Third practice trial at time 562800
"43768","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","558187","relative","undefined","undefined","0","2","2","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","2","2","0","0","2","f","22","undefined","770","573","yes","06/28/18 11:51:06","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab2/Desktop/Final","[562788, 562793, 563024, 563245, 563467, 563688, 563922, 564167, 564410, 564642, 564890, 565114, 565330, 565547, 565764, 565987, 566226, 566465, 566700, 566952, 567197, 567415, 567631, 567846, 568062, 568285, 568530, 568769, 569017, 569265, 569511, 569730, 569948, 570166, 570384, 570612, 570850, 571100, 571342, 571598, 571819, 572041, 572258, 572477, 572697, 572934, 573178, 573429, 573679, 573901, 574122, 574343, 574564, 574795, 575038, 575287, 575540, 575782, 576003, 576224, 576445, 576669, 576905, 577151, 577413, 577671, 577925, 578148, 578373, 578598, 578823, 579058, 579306, 579552, 579808, 580065, 580290, 580514, 580739, 580966, 581209, 581460, 581711, 581967, 582198, 582422, 582646, 582869, 583102, 583352, 583599, 583852, 584083, 584305, 584526, 584747, 584981, 585236, 585503, 585729, 585950, 586170, 586390, 586620, 586868, 587129, 587358, 587583, 587809, 588032, 588269, 588520, 588768, 589017, 589267, 589485, 589702, 589920, 590137, 590361, 590608, 590851, 591102, 591353, 591574, 591798, 592016, 592233, 592459, 592705, 592957, 593207, 593464, 593683, 593895, 594109, 594323, 594546, 594794, 595039, 595275, 595523, 595740, 595958, 596175, 596392, 596622, 596864, 597113, 597365, 597617, 597839, 598060, 598282, 598503, 598733, 598972, 599220, 599468, 599712, 599929, 600152, 600374, 600591, 600816, 601067, 601320, 601568, 601827, 602052, 602278, 602502, 602726, 602966, 603222, 603474, 603730, 603959, 604181, 604400, 604621, 604855, 605108, 605364, 605631, 605870, 606096, 606324, 606552]","0","NA","no","serif","no","18","no","white","no","no","1080","22","22","legacy","2","2","0","C:/Users/z.lab2/Desktop/Final/subject-224.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1825, 453)","tortilla","yes","no","no","0,0","0","1","1","NA","27325","27325","NA","2","legacy","1024","2","44100","-16","NA","experiment","224","even","droid","[14119.0, 14366.0, 14627.0, 14885.0, 15139.0, 15364.0, 15587.0, 15814.0, 16038.0, 17728.0, 17953.0, 18181.0, 25484.0, 25734.0, 25982.0, 38782.0, 39042.0]","359475","557164","558164","NA","433958","NA","NA","NA","NA","NA","1872","46221","46779","63043","46779","201310","1849","NA","298076","562783","557163","29199","1848","606777","BTA (Zapotec RC script)","0","0","0","no","562788","no","1920","[1070, 1196, 1341, 1426, 1479, 1515, 1547, 1562, 1578, 1766, 1852, 1851, 1804, 1807, 1823, 1808, 1816]","[832, 658, 453, 324, 235, 189, 152, 141, 130, 113, 99, 104, 339, 464, 517, 209, 101]"
# 2018-06-28 12:01:14.809000> starting trial 3 with item-cond 14-f
