# 2018-06-28 09:32:41.336000 : Beginning an experiment with subject number 113
# 2018-06-28 09:33:05.985000 : First practice screen shown at time 26669
# 2018-06-28 09:33:22.273000 : Touch tracking instructions at time 42958
# 2018-06-28 09:35:01.583000 : Second practice trial at time 142268
# 2018-06-28 09:35:45.047000 : Third practice trial at time 185731
# 2018-06-28 09:37:12.528000> starting trial 0 with item-cond 17-b
# 2018-06-28 09:37:16.533000> starting sentence audio 0 with item-cond 17-b
# 2018-06-28 09:37:16.545000 : Third practice trial at time 277229
"Mouse_RT","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","context_begins","coordinates","correct","correct_OpeningSplashScreen","count_Abisu","count_BlankScreen","count_ContextScreen","count_Delay","count_ExperimentalTrialLoop","count_FirstScreen","count_FlashPuck","count_FlashPuck_1","count_Instruction01","count_KaoGuahaKuestionMu","count_OpeningSplashScreen","count_Practice","count_PracticeScreenIntro","count_PracticeScreenTracking","count_PracticeTrialSequence","count_SecondTrack","count_SetGlobals","count_Thanks","count_ThirdTrack","count_TouchTrack","count_TrialSequence","count_Welcome","count_experiment","count_logger","current_cond","current_item","cursor_roi","cursor_x","cursor_y","custom_cursor","datetime","delay_Delay","description","disable_garbage_collection","empty_column","enable_escape","experiment_file","experiment_path","fList","first_loop","flush","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","item","itemno","keyboard_backend","live_row","live_row_ExperimentalTrialLoop","live_row_Practice","logfile","mouse_backend","opensesame_codename","opensesame_version","osf_id","pic_response","play_count","position","puck","pygame_doublebuf","pygame_hwsurface","pygame_window_frame","pygame_window_pos","repeat_cycle","response","response_OpeningSplashScreen","response_Thanks","response_time","response_time_OpeningSplashScreen","response_time_Thanks","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","soundfile","start","subject_nr","subject_parity","synth_backend","tTrajectory","time_Abisu","time_BlankScreen","time_ContextScreen","time_Delay","time_ExperimentalTrialLoop","time_FirstScreen","time_FlashPuck","time_FlashPuck_1","time_Instruction01","time_KaoGuahaKuestionMu","time_OpeningSplashScreen","time_Practice","time_PracticeScreenIntro","time_PracticeScreenTracking","time_PracticeTrialSequence","time_SecondTrack","time_SetGlobals","time_Thanks","time_ThirdTrack","time_TouchTrack","time_TrialSequence","time_Welcome","time_experiment","time_logger","title","total_correct","total_response_time","total_responses","transparent_variables","trial_begins","uniform_coordinates","width","xTrajectory","yTrajectory"
"14123","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","273223","relative","undefined","undefined","0","0","0","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","b","17","undefined","931","782","yes","06/28/18 09:32:39","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab1/Desktop/Final","[277212, 277217, 277445, 277657, 277874, 278115, 278364, 278601, 278853, 279073, 279290, 279506, 279723, 279944, 280178, 280417, 280659, 280906, 281137, 281355, 281572, 281788, 282001, 282233, 282467, 282713, 282957, 283196, 283414, 283633, 283852, 284071, 284298, 284543, 284791, 285044, 285292, 285514, 285736, 285958, 286181, 286420, 286679, 286928, 287175, 287392, 287608, 287825, 288042, 288274, 288526, 288779, 289040, 289257, 289474, 289692, 289909, 290141, 290389, 290634, 290885, 291105, 291333]","0","NA","no","serif","no","18","no","white","no","no","1080","17","17","legacy","0","0","0","C:/Users/z.lab1/Desktop/Final/subject-113.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1807, 421)","star","yes","no","no","0,0","0","1","1","NA","6652","6652","NA","2","legacy","1024","2","44100","-16","NA","experiment","113","odd","droid","[7835.0, 8083.0, 8304.0, 8527.0, 8748.0, 8971.0, 9211.0]","229269","272213","273213","NA","271724","NA","NA","NA","NA","NA","2473","26155","26664","42928","26664","142026","2454","NA","185501","277207","272212","9129","2453","291544","BTA (Zapotec RC script)","0","0","0","no","277212","no","1920","[1050, 1144, 1289, 1505, 1763, 1823, 1826]","[782, 600, 436, 259, 142, 92, 91]"
# 2018-06-28 09:37:32.429000> starting trial 1 with item-cond 5-f
# 2018-06-28 09:37:35.044000> starting sentence audio 1 with item-cond 5-f
# 2018-06-28 09:37:35.054000 : Third practice trial at time 295738
"85125","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","293123","relative","undefined","undefined","0","1","1","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","1","1","0","0","1","f","5","undefined","931","782","yes","06/28/18 09:32:39","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab1/Desktop/Final","[295723, 295728, 295944, 296148, 296352, 296561, 296797, 297027, 297253, 297485, 297708, 297915, 298122, 298330, 298538, 298749, 298979, 299215, 299441, 299668, 299902, 300110, 300316, 300524, 300731, 300942, 301172, 301397, 301621, 301855, 302090, 302298, 302506, 302714, 302923, 303138, 303365, 303597, 303826, 304076, 304289, 304500, 304712, 304926, 305147, 305389, 305633, 305877, 306130, 306342, 306554, 306766, 306976, 307199, 307433, 307684, 307936, 308154, 308361, 308568, 308774, 308982, 309215, 309449, 309692, 309936, 310142, 310351, 310562, 310778, 311005, 311246, 311490, 311727, 311965, 312171, 312376, 312582, 312786, 313001, 313228, 313460, 313690, 313928, 314132, 314336, 314540, 314745, 314958, 315187, 315428, 315671, 315909, 316118, 316327, 316536, 316744, 316962, 317197, 317436, 317668, 317904, 318115, 318329, 318541, 318756, 318975, 319214, 319450, 319678, 319918, 320128, 320337, 320547, 320758, 320976, 321212, 321451, 321686, 321926, 322132, 322337, 322541, 322745, 322958, 323196, 323436, 323672, 323912, 324118, 324323, 324532, 324740, 324957, 325190, 325424, 325660, 325895, 326103, 326312, 326520, 326729, 326945, 327175, 327404, 327633, 327869, 328077, 328289, 328498, 328707, 328924, 329158, 329397, 329630, 329861, 330071, 330280, 330490, 330700, 330917, 331154, 331391, 331618, 331852, 332057, 332267, 332475, 332684, 332901, 333139, 333379, 333605, 333815, 334024, 334234, 334443, 334663, 334895, 335146, 335392, 335637, 335847, 336056, 336265, 336473, 336692, 336926, 337165, 337390, 337629, 337834, 338042, 338251, 338461, 338680, 338917, 339158, 339385, 339626, 339839, 340053, 340263, 340474, 340694, 340938, 341180, 341421, 341647, 341860, 342073, 342285, 342496, 342719, 342954, 343199, 343441, 343674, 343882, 344092, 344303, 344514, 344739, 344977, 345216, 345457, 345689, 345899, 346111, 346322, 346533, 346758, 346990, 347224, 347463, 347691, 347899, 348107, 348316, 348523, 348744, 348991, 349235, 349484, 349707, 349917, 350129, 350339, 350548, 350778, 351006, 351240, 351469, 351701, 351909, 352118, 352327, 352535, 352753, 352982, 353214, 353443, 353684, 353893, 354101, 354310, 354518, 354736, 354970, 355201, 355432, 355668, 355874, 356079, 356283, 356489, 356708, 356941, 357174, 357404, 357647, 357857, 358067, 358276, 358486, 358703, 358936, 359174, 359412, 359645, 359854, 360063, 360273, 360485, 360708, 360949, 361195, 361433, 361691, 361905, 362117, 362329, 362542, 362768, 363000, 363234, 363482, 363705, 363911, 364118, 364324, 364530, 364747, 364986, 365222, 365462, 365689, 365896, 366103, 366311, 366519, 366738, 366968, 367205, 367455, 367685, 367896, 368106, 368313, 368520, 368740, 368972, 369210, 369461, 369697, 369905, 370113, 370321, 370528, 370746, 370982, 371226, 371466, 371693, 371904, 372116, 372328, 372541, 372763, 372999, 373237, 373476, 373708, 373920, 374132, 374345, 374556, 374779, 375021, 375262, 375503, 375736, 375949, 376161, 376372, 376584, 376809, 377044, 377288, 377513, 377724, 377936, 378148, 378360, 378583, 378820, 379061, 379307, 379530, 379737, 379945, 380153, 380366, 380593, 380846]","0","NA","no","serif","no","18","no","white","no","no","1080","5","5","legacy","1","1","0","C:/Users/z.lab1/Desktop/Final/subject-113.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","left","0","(85, 497)","star","yes","no","no","0,0","0","1","1","NA","6652","6652","NA","2","legacy","1024","2","44100","-16","NA","experiment","113","odd","droid","[8568.0, 8779.0, 8991.0, 9205.0, 9426.0, 9669.0, 9913.0, 10156.0, 10409.0, 15057.0, 15285.0, 15525.0, 15769.0, 44332.0, 44543.0, 44754.0, 53515.0, 53764.0, 53986.0, 54197.0, 64987.0, 65229.0, 65474.0, 65713.0, 65970.0, 66184.0, 66396.0]","229269","292114","293114","NA","271724","NA","NA","NA","NA","NA","2473","26155","26664","42928","26664","142026","2454","NA","185501","295717","292112","9129","2453","381080","BTA (Zapotec RC script)","0","0","0","no","295723","no","1920","[889, 818, 725, 628, 538, 453, 319, 162, 87, 120, 121, 117, 107, 84, 97, 109, 103, 109, 113, 110, 127, 128, 125, 114, 109, 106, 103]","[914, 834, 737, 645, 537, 470, 354, 181, 100, 336, 477, 509, 519, 327, 175, 115, 261, 411, 510, 515, 328, 197, 130, 107, 96, 92, 89]"
# 2018-06-28 09:39:02.105000> starting trial 2 with item-cond 20-e
# 2018-06-28 09:39:06.603000> starting sentence audio 2 with item-cond 20-e
# 2018-06-28 09:39:06.614000 : Third practice trial at time 387299
"25493","undefined","undefined","undefined","undefined","black","no","legacy","legacy","legacy","0","382799","relative","undefined","undefined","0","2","2","NA","0","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","2","2","0","0","2","e","20","undefined","931","782","yes","06/28/18 09:32:39","NA","Executes Python code","yes","","yes","bta_beta.osexp","C:/Users/z.lab1/Desktop/Final","[387283, 387288, 387524, 387779, 388028, 388280, 388534, 388782, 389002, 389223, 389443, 389663, 389906, 390153, 390409, 390664, 390921, 391145, 391370, 391593, 391818, 392064, 392312, 392571, 392832, 393081, 393310, 393538, 393766, 394000, 394262, 394521, 394776, 395028, 395253, 395478, 395703, 395936, 396201, 396467, 396726, 396976, 397202, 397428, 397651, 397877, 398135, 398391, 398652, 398927, 399154, 399381, 399607, 399832, 400074, 400329, 400596, 400874, 401127, 401358, 401590, 401823, 402067, 402340, 402618, 402895, 403124, 403351, 403583, 403814, 404070, 404341, 404600, 404867, 405099, 405330, 405562, 405794, 406052, 406313, 406573, 406838, 407071, 407304, 407538, 407772, 408027, 408293, 408555, 408815, 409047, 409279, 409511, 409742, 409995, 410258, 410522, 410778, 411011, 411244, 411478, 411710, 411968, 412226, 412499, 412774]","0","NA","no","serif","no","18","no","white","no","no","1080","20","20","legacy","2","2","0","C:/Users/z.lab1/Desktop/Final/subject-113.csv","legacy","Kafkaesque Koffka","3.2.4","5b2998ae04fe52000ecbb503","right","0","(1784, 431)","flower","yes","no","no","0,0","0","1","1","NA","6652","6652","NA","2","legacy","1024","2","44100","-16","NA","experiment","113","odd","droid","[13594.0, 13846.0, 14078.0, 14309.0, 14543.0, 14787.0]","229269","381790","382790","NA","271724","NA","NA","NA","NA","NA","2473","26155","26664","42928","26664","142026","2454","NA","185501","387278","381790","9129","2453","412999","BTA (Zapotec RC script)","0","0","0","no","387283","no","1920","[1325, 1562, 1704, 1803, 1823, 1815]","[801, 672, 526, 322, 144, 78]"
# 2018-06-28 09:39:34.048000> starting trial 3 with item-cond 4-e
